"cluster_id";"cluster_name";"course_id";"course_name";"year";"teachers";"teachers_affiliations";"teachers_ssds";"teachers_roles";"campus";"credits";"ssd";"language";"programmes_codes";"programmes_names";"programmes_types";"programmes_affiliations";"course_scope";"course_url"
"3";"Fashion Technologies Immersive (3)";"73273";"Informatic Tecnologies for Fashion";"2025";"pasquale.cascarano2";"dar";"INFO-01/A";"rtda";"Rimini";"6";"INF/01";"Italian";"6636, 9064";"Fashion Cultures and Practices";"LT";"dar";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/445009"
"3";"Fashion Technologies Immersive (3)";"90864";"Elements of Computer Technologies for Fashion E-Commerce";"2025";"gustavo.marfia";"dar";"INFO-01/A";"full professor";"Rimini";"6";"INF/01";"Italian";"6636, 9064";"Fashion Cultures and Practices";"LT";"dar";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/445171"
"3";"Fashion Technologies Immersive (3)";"93379";"Digital Culture";"2025";"gaetano.ronsivalle2";"disa";"";"adjunct professor";"Bologna";"9";"INF/01";"Italian";"6613, 8406";"Management and Marketing";"LT";"disa";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/455220"
"3";"Fashion Technologies Immersive (3)";"95632";"Laboratory on Digital Transformation Technologies";"2025";"andrea.pia, matteo.golfarelli";"disi";"IINF-05/A";"adjunct professor, full professor";"Cesena";"3";"ING-INF/05";"English";"5815, 6823";"Digital Transformation Management";"LM";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/466770"
"3";"Fashion Technologies Immersive (3)";"B4925";"IMMERSIVE TECHNOLOGIES FOR FASHION";"2025";"gustavo.marfia";"dar";"INFO-01/A";"full professor";"Rimini";"6";"INF/01";"English";"6059, 6780";"Fashion Studies";"LM";"dar";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/501557"
"3";"Fashion Technologies Immersive (3)";"B4940";"DATA SCIENCE FOR FASHION SYSTEM";"2025";"gustavo.marfia";"dar";"INFO-01/A";"full professor";"Rimini";"6";"INF/01";"English";"6059, 6780";"Fashion Studies";"LM";"dar";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/501679"
"3";"Fashion Technologies Immersive (3)";"B5674";"Management of Digital Media";"2025";"luca.bersaglia2";"disa";"";"adjunct professor";"Bologna";"5";"INF/01";"English";"6114, 6795";"Innovation and Organization of Culture and the Arts";"LM";"disa";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/503988"
"4";"Internet Things Systems (4)";"66860";"Mobile Applications Laboratory";"2025";"federico.montori";"disi";"INFO-01/A";"associate professor";"Bologna";"6";"INF/01";"Italian";"5898, 6060, 6640, 6641, 6698, 8009, 8014";"Computer Science, Information Science for Management";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/367016"
"4";"Internet Things Systems (4)";"72787";"Mobile Application Programming";"2025";"catia.prandi, chiara.ceccarini6, gianni.tumedei2";"disi";"INF/01, INFO-01/A";"associate professor, phd student, rtda";"Cesena";"6";"INF/01";"Italian";"6673, 6699, 8614, 8615";"Computer Science and Engineering";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/385090"
"4";"Internet Things Systems (4)";"77780";"Embedded Systems Programming and Internet of Things";"2025";"a.ricci, samuele.burattini";"disi";"IINF-05/A, ING-INF/05";"adjunct professor, associate professor";"Cesena";"6";"ING-INF/05";"Italian";"6673, 6699, 8614, 8615";"Computer Science and Engineering";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/400396"
"4";"Internet Things Systems (4)";"78779";"Mobile Systems M";"2025";"paolo.bellavista";"disi";"IINF-05/A";"full professor";"Bologna";"8";"ING-INF/05";"English";"5826, 6668, 6719, 9254";"Computer Engineering";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/468026"
"4";"Internet Things Systems (4)";"81678";"Laboratory of Making";"2025";"andrea.iannoli, federico.montori, renzo.davoli";"disi, mat";"INFO-01/A";"associate professor, research scholarship holder";"Bologna";"6";"INF/01";"Italian";"5898, 6060, 6640, 6641, 6698, 8009, 8014";"Computer Science, Information Science for Management";"LM, LT";"disi";"weak_internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/544349"
"4";"Internet Things Systems (4)";"81683";"Internet of Things";"2025";"ivan.zyrianoff, luciano.bononi, marco.difelice3";"dicam, disi";"INFO-01/A";"adjunct professor, full professor";"Bologna";"6";"INF/01";"English";"0934, 5898, 6640, 6698, 6700, 6716, 8009, 9063";"Artificial Intelligence, Computer Science, Electronic Engineering";"LM, LT";"dei, disi";"weak_internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/479055"
"4";"Internet Things Systems (4)";"84401";"Context-Aware Systems";"2025";"a.trotta, leonardo.ciabattini, marco.difelice3";"disi";"INF/01, INFO-01/A";"full professor, phd student, tenure-track researcher";"Bologna";"6";"INF/01";"Italian";"5898, 6640, 6698, 8009";"Computer Science";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/518530"
"4";"Internet Things Systems (4)";"91721";"Laboratory of Virtual Reality and Advanced Reality";"2025";"gustavo.marfia";"dar";"INFO-01/A";"full professor";"Bologna";"6";"INF/01";"Italian";"5898, 6640, 6698, 8009";"Computer Science";"LM, LT";"disi";"borrow";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/518544"
"4";"Internet Things Systems (4)";"95646";"Virtualized Systems";"2025";"anna.vitali7, s.ferretti, vittorio.ghini";"disi";"INF/01, INFO-01/A";"associate professor, full professor, phd student";"Cesena";"6";"INF/01";"Italian";"6007";"Computer Systems Technologies";"LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/498812"
"4";"Internet Things Systems (4)";"96859";"Embedded Systems and Internet of Things";"2025";"a.ricci, samuele.burattini";"disi";"IINF-05/A, ING-INF/05";"adjunct professor, associate professor";"Cesena";"6";"ING-INF/05";"English";"6673, 6699, 8614, 8615";"Computer Science and Engineering";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/526556"
"4";"Internet Things Systems (4)";"99195";"Cyber-Physical Systems Programming M";"2025";"andrea.acquaviva, francesco.barchi";"dei";"IINF-05/A";"full professor, rtda";"Bologna";"6";"ING-INF/05";"English";"0934, 6671, 6711, 6716, 8891, 9217";"Automation Engineering, Electronic Engineering";"LM, LT";"dei";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/481265"
"4";"Internet Things Systems (4)";"B5722";"Embedded Sensors";"2025";"marco.tartagni";"dei";"IINF-01/A";"full professor";"Cesena";"6";"ING-INF/05";"English";"6673, 6699, 6715, 8614, 8615, 9266";"Biomedical Engineering, Computer Science and Engineering, Electronics and Information Engineering";"LM, LT";"dei, disi";"borrow";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/504122"
"4";"Internet Things Systems (4)";"B8019";"PROGRAMMING THE INTERNET OF THINGS M";"2025";"sumi.helal";"disi";"IINF-05/A";"full professor";"Bologna";"8";"ING-INF/05";"English";"5826, 6668, 6719, 9254";"Computer Engineering";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/541868"
"5";"Computing Education Informatics (5)";"29227";"Foundations of Informatics T";"2025";"alberto.musa, allegra.defilippo, andrea.acquaviva, giuseppe.tagliavini, luca.bompani5";"dei, disi";"IINF-05/A, ING-INF/01, ING-INF/05";"full professor, research fellow, rtda, tenure-track researcher";"Bologna";"9";"ING-INF/05";"Italian";"6671, 6711, 8891, 9217";"Automation Engineering";"LM, LT";"dei";"service";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/536851"
"5";"Computing Education Informatics (5)";"29227-B";"Foundations of Informatics T";"2025";"francesco.teodori, roberto.lepore3, samuele.baldini2, sandro.manservisi";"difa, din";"FIS/01, IIND-07/D, IIND-07/E, ING-IND/19";"full professor, phd student, researcher";"Bologna";"6";"ING-INF/05";"Italian";"0924, 5978, 6678, 6717";"Energy Engineering";"LM, LT";"din";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/513877"
"5";"Computing Education Informatics (5)";"37925";"Virtual System Design";"2025";"daniele.lacamera2, renzo.davoli";"disi";"INFO-01/A";"associate professor, teaching tutor";"Bologna";"6";"INF/01";"Italian";"5898, 6640, 6698, 8009";"Computer Science";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/354042"
"5";"Computing Education Informatics (5)";"58348";"Lab-based Course on Operating Systems";"2025";"davide.sangiorgi, michele.persiani4";"disi";"INFO-01/A";"full professor, research fellow";"Bologna";"6";"INF/01";"Italian";"6060, 6641, 8014";"Information Science for Management";"LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/501528"
"5";"Computing Education Informatics (5)";"81934";"HUMAN COMPUTER INTERACTION";"2025";"catia.prandi";"disi";"INFO-01/A";"associate professor";"Cesena";"6";"ING-INF/05";"English";"6673, 6699, 8614, 8615";"Computer Science and Engineering";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/526530"
"5";"Computing Education Informatics (5)";"87469";"Decision Making with Constraint Programming";"2025";"zeynep.kiziltan";"disi";"INFO-01/A";"associate professor";"Bologna";"6";"INF/01";"English";"5898, 6640, 6698, 8009";"Computer Science";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/518531"
"5";"Computing Education Informatics (5)";"88145";"Fundamentals of Computer Programming P1";"2025";"a.bartolini, emanuele.venieri2";"dei";"IINF-05/A, ING-INF/05";"associate professor, phd student";"Bologna";"3";"ING-INF/05";"Italian";"6009";"Mechatronics";"LT";"dei";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/498979"
"5";"Computing Education Informatics (5)";"90157";"Open Science";"2025";"silvio.peroni";"ficlit";"INFO-01/A";"associate professor";"Bologna";"6";"INF/01";"English";"6736, 9224";"Digital Humanities and Digital Knowledge";"LM";"ficlit";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/443753"
"5";"Computing Education Informatics (5)";"90749";"Computing Education";"2025";"michael.lodi, renzo.davoli";"disi";"INFO-01/A";"adjunct professor, associate professor";"Bologna";"6";"INF/01";"Italian";"5898, 6640, 6698, 8009";"Computer Science";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/518540"
"5";"Computing Education Informatics (5)";"91161";"Networks, Security And Data Bases";"2025";"alina.sirbu, paolo.felli";"disi";"INFO-01/A";"associate professor";"Bologna";"6";"INF/01";"English";"6619, 9211";"Genomics";"LT";"fabit";"service";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/445693"
"5";"Computing Education Informatics (5)";"91685";"History of Informatics and Computing Systems";"2025";"simone.martini";"disi";"INFO-01/A";"full professor";"Bologna";"6";"INF/01";"Italian";"5898, 6640, 6698, 8009";"Computer Science";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/447912"
"5";"Computing Education Informatics (5)";"93034-A";"Foundations of Computer Science T";"2025";"michele.lombardi2";"disi";"IINF-05/A";"associate professor";"Bologna";"6";"ING-INF/05";"Italian";"5822, 6675, 6714, 9066";"Electrical Energy Engineering";"LM, LT";"dei";"service";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/517362"
"5";"Computing Education Informatics (5)";"93319";"INTRODUZIONE ALL'APPRENDIMENTO AUTOMATICO";"2025";"andrea.asperti, silvia.zandoli3";"disi";"INFO-01/A, ING-INF/05";"full professor, phd student";"Bologna";"6";"INF/01";"Italian";"5898, 6640, 6698, 8009";"Computer Science";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/455112"
"5";"Computing Education Informatics (5)";"B1873";"Machine Learning for Humanities";"2025";"giovanni.colavizza";"ficlit";"INFO-01/A";"associate professor";"Bologna";"6";"INF/01";"English";"6736, 9224";"Digital Humanities and Digital Knowledge";"LM";"ficlit";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/490903"
"6";"Learning Machine Deep (6)";"81610";"Machine Learning";"2025";"davide.maltoni, nicolo.didomenico";"disi";"IINF-05/A, ING-INF/05";"full professor, phd student";"Cesena";"6";"ING-INF/05";"Italian";"6673, 6699, 6715, 8614, 8615, 8770";"Computer Science and Engineering, Electronics and Information Engineering, Electronics and Telecommunications Engineering for Energy";"LM, LT";"dei, disi";"weak_internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/526520"
"6";"Learning Machine Deep (6)";"88202";"Machine Learning";"2025";"davide.maltoni, nicolo.didomenico";"disi";"IINF-05/A, ING-INF/05";"full professor, phd student";"Cesena";"6";"ING-INF/05";"Italian";"6699, 6715, 8770";"Computer Science and Engineering, Electronics and Information Engineering, Electronics and Telecommunications Engineering for Energy";"LM";"dei, disi";"weak_internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/503880"
"6";"Learning Machine Deep (6)";"91250";"DEEP LEARNING";"2025";"alberto.luise, andrea.asperti";"disi";"INFO-01/A, ING-INF/05";"full professor, phd student";"Bologna";"6";"INF/01";"English";"5898, 6640, 6698, 8009";"Computer Science";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/493201"
"6";"Learning Machine Deep (6)";"91250-A";"Deep Learning";"2025";"andrea.asperti, beniamino.tartufoli";"difa, disi";"GEO/12, INFO-01/A";"full professor, phd student";"Bologna";"6";"INF/01";"English";"0934, 6671, 6700, 6711, 6716, 8891, 9063, 9217";"Artificial Intelligence, Automation Engineering, Electronic Engineering";"LM, LT";"dei, disi";"weak_internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/455262"
"6";"Learning Machine Deep (6)";"91250-B";"Deep Learning";"2025";"matteo.ferrara";"disi";"IINF-05/A";"associate professor";"Cesena";"6";"ING-INF/05";"Italian";"6673, 6699, 8614, 8615";"Computer Science and Engineering";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/455807"
"7";"Informatica Computer Science (7)";"07276-A";"Computer Science";"2025";"federica.delduchett2, gaia.corona2, marco.sbaraglia, simone.martini";"disi, fabit, mat";"BIO/10, INFO-01/A";"full professor, phd student, teaching tutor";"Bologna";"8";"INF/01";"Italian";"5827, 6061, 6649, 6730, 8010, 8773";"Mathematics, Philosophical Sciences";"LM, LT";"filo, mat";"service";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/523751"
"7";"Informatica Computer Science (7)";"28040";"Information Technology";"2025";"federica.delduchett2, gaia.corona2, marco.sbaraglia, simone.martini";"disi, fabit, mat";"BIO/10, INFO-01/A";"full professor, phd student, teaching tutor";"Bologna";"6";"INF/01";"Italian";"6649, 6805, 8773";"Mathematics, Philosophical Sciences";"LM, LT";"filo, mat";"service";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/385649"
"7";"Informatica Computer Science (7)";"37262";"Computer Programming";"2025";"mauro.gaspari";"disi";"INFO-01/A";"associate professor";"Bologna";"6";"INF/01";"English";"6692, 8854";"Quantitative Finance";"LM";"stat";"service";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/392829"
"7";"Informatica Computer Science (7)";"41588";"INTRODUZIONE ALL'ANALISI DEI DATI";"2025";"alina.sirbu";"disi";"INFO-01/A";"associate professor";"Bologna";"6";"INF/01";"Italian";"5982, 6605";"Biological Sciences";"LT";"bigea";"service";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/493356"
"7";"Informatica Computer Science (7)";"65094";"ADVANCED PROGRAMMING";"2025";"enrico.baglione";"difa";"";"adjunct professor";"Bologna";"6";"INF/01";"English";"5895, 6697";"Science of Climate";"LM";"difa";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/480805"
"7";"Informatica Computer Science (7)";"85189";"Systems and Algorithms for Data Science";"2025";"elisabetta.ronchieri, stefano.lodi";"disi, stat";"IINF-05/A";"adjunct professor, associate professor";"Bologna";"10";"ING-INF/05";"English";"6661, 6810, 8873, 9222";"Statistical Sciences";"LM, LT";"stat";"service";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/423571"
"7";"Informatica Computer Science (7)";"85285";"Programming";"2025";"alessandro.amoroso, n.donati, zeynep.kiziltan";"disi";"INFO-01/A, ING-INF/05";"associate professor, phd student";"Bologna";"12";"INF/01";"English";"6619, 9211";"Genomics";"LT";"fabit";"service";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/533250"
"7";"Informatica Computer Science (7)";"90477";"Machine Learning Systems For Data Science";"2025";"elisabetta.ronchieri, stefano.lodi";"disi, stat";"IINF-05/A";"adjunct professor, associate professor";"Bologna";"10";"ING-INF/05";"English";"6661, 6810, 8873, 9222";"Statistical Sciences";"LM, LT";"stat";"service";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/444067"
"7";"Informatica Computer Science (7)";"93333";"Programming Lab";"2025";"sara.zuppiroli";"dse";"";"adjunct professor";"Bologna";"3";"INF/01";"Italian";"6644, 8038";"Economics, Markets and Institutions";"LT";"dse";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/455038"
"7";"Informatica Computer Science (7)";"93363";"Advanced Programming";"2025";"andrea.nuzzolese2, annasofia.lippolis2";"fabit";"INF/01";"adjunct professor, teaching tutor";"Bologna";"6";"INF/01";"English";"6619, 9211";"Genomics";"LT";"fabit";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/455200"
"7";"Informatica Computer Science (7)";"95602";"Programming and Computer Architectures";"2025";"alessandro.bevilacqua, enrico.gallinucci, mario.bravetti";"disi";"IINF-05/A, INFO-01/A";"full professor, researcher, tenure-track researcher";"Cesena";"12";"INF/01";"English";"5815, 6823";"Digital Transformation Management";"LM";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/517113"
"7";"Informatica Computer Science (7)";"96346";"INFORMATICA";"2025";"daniele.romanella2, paolo.felli";"disi";"INFO-01/A";"associate professor, teaching tutor";"Bologna";"6";"INF/01";"Italian";"5940, 6830";"Materials Science";"LT";"difa";"service";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/520631"
"7";"Informatica Computer Science (7)";"98735";"Python Coding and Data Science";"2025";"alberto.cordioli, nicola.bartolini11";"disa, stat";"";"adjunct professor";"Bologna";"6";"INF/01";"English";"5885, 6693";"Greening Energy Market and Finance";"LM";"stat";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/518146"
"7";"Informatica Computer Science (7)";"B0063";"Programming Laboratory";"2025";"francesco.poggi5";"sps";"";"adjunct professor";"Bologna";"4";"INF/01";"Italian";"5889, 6777";"Digital Innovation Policies and Governance";"LM";"sps";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/518192"
"7";"Informatica Computer Science (7)";"B0064";"Introduction to Data Science and Computational Thinking";"2025";"francesco.poggi5";"sps";"";"adjunct professor";"Bologna";"8";"INF/01";"Italian";"5889, 6777";"Digital Innovation Policies and Governance";"LM";"sps";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/518193"
"7";"Informatica Computer Science (7)";"B5780";"Computational Methods for Bioinformatics";"2025";"ivan.lanese, matteo.manfredi4";"disi, fabit";"INFO-01/A";"adjunct professor, associate professor";"Bologna";"10";"INF/01";"English";"6767, 8020";"Bioinformatics";"LM";"fabit";"service";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/524682"
"7";"Informatica Computer Science (7)";"B8905";"Foundations of Programming";"2025";"massimiliano.garagnani";"filo";"INFO-01/A";"associate professor";"Bologna";"6";"INF/01";"English";"6824, 8886";"Semiotics";"LM";"filo";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/543578"
"8";"Databases Database Systems (8)";"10906";"Databases";"2025";"alessandra.lumini, maichol.dadi2";"disi";"IINF-05/A";"associate professor, research fellow";"Cesena";"6";"ING-INF/05";"Italian";"6007";"Computer Systems Technologies";"LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/498821"
"8";"Databases Database Systems (8)";"10906-A";"Databases";"2025";"annalisa.franco, fabio.notaro3, nicolo.didomenico";"disi";"IINF-05/A, ING-INF/05";"associate professor, phd student";"Cesena";"12";"ING-INF/05";"Italian";"6669, 6673, 6699, 6705, 8614, 8615, 9082, 9266";"Biomedical Engineering, Computer Science and Engineering";"LM, LT";"dei, disi";"weak_internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/378217"
"8";"Databases Database Systems (8)";"28027";"Information Systems T";"2025";"mattia.darpa2, paolo.ciaccia";"disi";"IINF-05/A";"full professor, teaching tutor";"Bologna";"9";"ING-INF/05";"Italian";"5826, 6668, 6719, 9254";"Computer Engineering";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/434702"
"8";"Databases Database Systems (8)";"28796";"Elements of Databases";"2025";"danilo.montesi, simone.branchetti3";"disi";"INF/01, INFO-01/A";"full professor, phd student";"Bologna";"6";"INF/01";"Italian";"5898, 6640, 6698, 8009";"Computer Science";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/518550"
"8";"Databases Database Systems (8)";"70155";"Data Bases";"2025";"alfonso.esposito6, marco.difelice3";"disi";"INF/01, INFO-01/A";"full professor, phd student";"Bologna";"9";"INF/01";"Italian";"6060, 6641, 8014";"Information Science for Management";"LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/378069"
"8";"Databases Database Systems (8)";"79194";"Databases";"2025";"damiano.somenzi";"stat";"";"adjunct professor";"Bologna";"6";"ING-INF/05";"English";"6661, 6810, 8873, 9222";"Statistical Sciences";"LM, LT";"stat";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/454733"
"8";"Databases Database Systems (8)";"84339";"Advanced Database Systems";"2025";"alessandra.lumini, matteo.golfarelli";"disi";"IINF-05/A";"associate professor, full professor";"Cesena";"6";"ING-INF/05";"Italian";"6673, 6699, 8614, 8615";"Computer Science and Engineering";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/421625"
"8";"Databases Database Systems (8)";"90107";"BASI DI DATI";"2025";"danilo.montesi, laura.pistore, simone.branchetti3";"disi";"INF/01, INFO-01/A";"full professor, phd student, teaching tutor";"Bologna";"9";"INF/01";"Italian";"5898, 6640, 6698, 8009";"Computer Science";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/443720"
"8";"Databases Database Systems (8)";"95611";"Database Systems";"2025";"alessandra.lumini";"disi";"IINF-05/A";"associate professor";"Cesena";"6";"ING-INF/05";"English";"5815, 6823";"Digital Transformation Management";"LM";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/517117"
"8";"Databases Database Systems (8)";"96793";"Information Systems and Database Management";"2025";"damiano.somenzi";"stat";"";"adjunct professor";"Bologna";"6";"ING-INF/05";"English";"6811, 8876";"Statistics, Economics and Business";"LM";"stat";"external";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/529396"
"9";"Experience User Usability (9)";"85573";"Usability and User Experience";"2025";"carloteo.pedretti2, fabio.vitali, gianmarco.spinaci2";"disi, ficlit";"INF/01, INFO-01/A";"full professor, phd student";"Bologna";"6";"INF/01";"English";"6698, 6736, 9063, 9224";"Artificial Intelligence, Computer Science, Digital Humanities and Digital Knowledge";"LM";"disi, ficlit";"weak_internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/424782"
"9";"Experience User Usability (9)";"90720";"Usability & User Experience Design";"2025";"carloteo.pedretti2, fabio.vitali, gianmarco.spinaci2";"disi, ficlit";"INF/01, INFO-01/A";"full professor, phd student";"Bologna";"6";"INF/01";"English";"5898, 6640, 6698, 8009, 9063, 9224";"Artificial Intelligence, Computer Science, Digital Humanities and Digital Knowledge";"LM, LT";"disi, ficlit";"weak_internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/518535"
"9";"Experience User Usability (9)";"91264";"User Experience Design";"2025";"carloteo.pedretti2, fabio.vitali, gianmarco.spinaci2";"disi, ficlit";"INF/01, INFO-01/A";"full professor, phd student";"Bologna";"6";"INF/01";"English";"6698, 6700, 9063, 9224";"Artificial Intelligence, Computer Science, Digital Humanities and Digital Knowledge";"LM";"disi, ficlit";"weak_internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/446611"
"10";"Reliable Scalable Services (10)";"97431";"Scalable and Reliable Services M";"2025";"michele.colajanni";"disi";"IINF-05/A";"full professor";"Bologna";"8";"ING-INF/05";"English";"5826, 6700, 9063";"Artificial Intelligence, Computer Engineering";"LM";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/477338"
"10";"Reliable Scalable Services (10)";"B5796";"Scalable and Reliable Services M";"2025";"michele.colajanni";"disi";"IINF-05/A";"full professor";"Bologna";"8";"ING-INF/05";"English";"5826, 6668, 6719, 9063, 9254";"Artificial Intelligence, Computer Engineering";"LM, LT";"disi";"internal";"https://www.unibo.it/en/study/course-units-transferable-skills-moocs/course-unit-catalogue/course-unit/2025/504348"
