course_id,course_path,course_sha256,course_title,cluster,cluster_name,is_noise,similarity_to_medoid
95639,data/courses/.files/2025/course-95639.yml,1551d355695141fb8114ab6bdf6c06381e262d4c41efe5de728bbed75e8f4e29,Industry 4.0,17,Systems Distributed Mobile (17),False,0.56264871
95644,data/courses/.files/2025/course-95644.yml,b7a1212a253a85cff4d35871fd29709ce921b726a825b2b1e54759b8a91a884e,Computer Networks and Network Programming,2,Networks Computer Network (2),False,0.79118737
95645,data/courses/.files/2025/course-95645.yml,ee42f9716839b37262acccb30624295803634ff3d0e1a0a5080f0e1d9709568e,Foundations of Web Systems,15,Web Technologies Web-Related (15),False,0.75781667
95646,data/courses/.files/2025/course-95646.yml,89dee12b27d767acd5119af574c2345b550aa769e5029c7ef650589e62504bf3,Virtualized Systems,2,Networks Computer Network (2),False,0.60165252
95648,data/courses/.files/2025/course-95648.yml,efae21fe0c5cfaa6f876d76b1c7ab0a9826a13faf6aff1e142bd911d3a38cba1,Software Design and Development,18,Programming Software Design (18),False,1.00000000
95782,data/courses/.files/2025/course-95782.yml,e4a06a9ce3a2c71e23640f7923acfe8e177a9b4e65222e53e005a7974e3ee7e1,Network Analysis,2,Networks Computer Network (2),False,0.69370329
95965,data/courses/.files/2025/course-95965.yml,db9cc9b393820431cd28d9db0c41284429d8f17f7d8b682173749df1abea195a,Artificial Intelligence and Machine Learning for Business,26,Data Mining Learning (26),False,0.63097109
96007,data/courses/.files/2025/course-96007.yml,85dc64186ad21eb79ad84422605d8d9e0a384dcf4e0efcfa80a02e8d9e4eb9bf,Foundations of Computer Architecture and Operating Systems,6,Informatics Principles Foundations (6),False,0.71860317
96142,data/courses/.files/2025/course-96142.yml,12af97ca8a935ab6529410da2cb8f3016d2cc34f91ab4e1749d17fdf536c1bf0,Business Intelligence and Big Data M,26,Data Mining Learning (26),False,0.59440571
96143,data/courses/.files/2025/course-96143.yml,bdd659eac1c201a9d5676e4444f5a72cf56d6ce0b5a1ab286271b4afd2811b16,Methods and Models for Data Analytics M,26,Data Mining Learning (26),False,0.68641114
96346-A,data/courses/.files/2025/course-96346-A.yml,f4f7f3943c78f20e77612dd0de332ec4c7b89555e0f98e61e9168902a089f810,Computer Science,6,Informatics Principles Foundations (6),False,0.65896925
96346-B,data/courses/.files/2025/course-96346-B.yml,815eb2491015d79108fb6f2ec2640040209af50a3307b2dbafdc10f5ff260dc0,Informatics,4,Informatics Basic Laboratory (4),False,0.59493808
96346-C,data/courses/.files/2025/course-96346-C.yml,f92d975ae6a4a5b4580dd844542f9457a4144754c74fdeb2883e15456a549257,INFORMATICA,20,Computer Programming Architectures (20),False,0.74139269
96642,data/courses/.files/2025/course-96642.yml,274883565f83235391e59d4fcd79271306e170a4a1662bd94b86bbe90286de90,Virtualization and System Integration,2,Networks Computer Network (2),False,0.58473150
96725-A,data/courses/.files/2025/course-96725-A.yml,cc4bf5a978a58a7b9fa6c1c5810c09e20fee54408efc5c8f7e8ffc251ba3389e,IT and Game Localization,7,Translation Cat Computer-Aided (7),False,0.61727891
96725-B,data/courses/.files/2025/course-96725-B.yml,4165212fbbce1b688352a625ea78b27de12d07da1a1e73001d8691ede3c6a00b,IT and Game Localization,7,Translation Cat Computer-Aided (7),False,0.61727891
96793,data/courses/.files/2025/course-96793.yml,dca875caa006e027e47c475c4077cdd52afe39442117e9ccc032959c9e2839fb,Information Systems and Database Management,5,Databases Bases Data (5),False,0.80368764
96859,data/courses/.files/2025/course-96859.yml,2c04c4db10d02d7f9a3b6c87756b87ba8ce2457fa5c4a1648fa55b6b1b72d4bd,Embedded Systems and Internet of Things,13,Systems Embedded Internet (13),False,0.95406528
96994,data/courses/.files/2025/course-96994.yml,5c8fab36ed8f1d94a17c901ba050b29a88c8c3fc51f4b222f8c255bb7cb7f92a,Smart Vehicular-Systems,17,Systems Distributed Mobile (17),False,0.57786221
96995,data/courses/.files/2025/course-96995.yml,722cb3d6abf1da322cf7c1014e96c08b5d57f44f170912901a8c98b07c88a884,Programmable Networking,2,Networks Computer Network (2),False,0.67591748
97431,data/courses/.files/2025/course-97431.yml,e69fa6d61c73bfa7975407d52092be72150e46f078aa83d43d150af23ab61bfe,Scalable and Reliable Services M,23,Reliable Scalable Services (23),False,1.00000000
97466,data/courses/.files/2025/course-97466.yml,07fee98f2929aa29d68c177a826af504d41f8d381a71b70fc884aaf5c12f7e27,Digital represention of the Landscape Project,22,Cultural Heritage Computer (22),False,0.60570601
97467,data/courses/.files/2025/course-97467.yml,b3c6adf5676a1dd8937a5f3f0b085dff837523e7b22e92b4eaa60481b99d4b13,Big Data Analytics for Automotive Manufacturing Applications,11,Data Algorithms Structures (11),False,0.67727416
98618,data/courses/.files/2025/course-98618.yml,a957fe356c1f766bde1853a530b474269d17f1dd0075903f02b84460687cbc4e,"""Document Digitization Techniques """,22,Cultural Heritage Computer (22),False,0.64944672
98671,data/courses/.files/2025/course-98671.yml,fdbe402b5a22cfd8d6d055fc48ab1a0ac399532779fc3b7058fdc8cdcc03bab5,Business Analytics,26,Data Mining Learning (26),False,0.60710842
98735,data/courses/.files/2025/course-98735.yml,0b53f3203bd4694d4c605e9b94cf4eaebf24bf9b8eb8fd0e2b4a4b27032c6e7c,Python Coding and Data Science,20,Computer Programming Architectures (20),False,0.61725620
98931,data/courses/.files/2025/course-98931.yml,d02bcbc7cec7d127006f1b47850a6bb49bc786e75e8e6c6b21e3009950638106,Fundamentals of Artificial Intelligence,21,Artificial Intelligence Fundamentals (21),False,1.00000000
99191,data/courses/.files/2025/course-99191.yml,aa8d3b7275a58af2dc7f02da84d1e1f1af42f5128dad12b237be3e8ee434490d,"Devices, Circuits and Algorithms for Quantum Computing M",21,Artificial Intelligence Fundamentals (21),False,0.54239124
99192,data/courses/.files/2025/course-99192.yml,4f515f382bfe39fe764dadb2059a79d1f4409b6058cd45568d21364e9cd64986,Highly Reliable and Resilient Electronic Systems M,12,Electronics T-A Automation (12),False,0.55665579
99195,data/courses/.files/2025/course-99195.yml,f3ac5f8f1a7446646cacfd91788311bc9316dc1639733588d2fb22c5e7baed90,Cyber-Physical Systems Programming M,13,Systems Embedded Internet (13),False,0.62438853
B0009,data/courses/.files/2025/course-B0009.yml,68fb61b69e1c4c940c114d9523cae8afd53e4146effd4eaa2bb74a39f148bc26,Advanced Software Modelling and Design,10,Engineering Software (10),False,0.66199152
B0010,data/courses/.files/2025/course-B0010.yml,bec3e710e188147737164f8bd322ab31562bb93f9ede06a1800096826d117718,Software Architecture and Platforms,10,Engineering Software (10),False,0.68210295
B0011,data/courses/.files/2025/course-B0011.yml,f7546bdfc117f86381565fe0640d15152ad57863e34f69e01016e27b6cdd35e9,Software Process Engineering,10,Engineering Software (10),False,0.69793722
B0061,data/courses/.files/2025/course-B0061.yml,42e4b74a15f1e40dc1bc0714ccd9f9c47fed0ad461fae04767faf9c562c8d77b,Computer Methods for Digital Transformation,0,Basic Informatics Skills (0),False,0.49187244
B0063,data/courses/.files/2025/course-B0063.yml,d4d0ba8f8371ac3a60f7795ee50ff2752791a3ffae38254767a1505ee4a98ed8,Programming Laboratory,20,Computer Programming Architectures (20),False,0.74488503
B0064,data/courses/.files/2025/course-B0064.yml,100af43e5027c4f48effda0413f63c70f5ea7fe3f5ec88785668fb7f663b05a8,Introduction to Data Science and Computational Thinking,6,Informatics Principles Foundations (6),False,0.72499807
B0069,data/courses/.files/2025/course-B0069.yml,994644a52c516d3e42d26381996e09cce21f18342d8be93b7bf9f325dc4c6f9e,Artificial Intelligence for Digital Innovation,19,Deep Learning All'Apprendimento (19),False,0.65741331
B0070,data/courses/.files/2025/course-B0070.yml,50c1563b9ea98703b62680906a92284498dc54734f06093091709e61699ad44d,METODOLOGIE E TECNICHE DI SIMULAZIONE,0,Basic Informatics Skills (0),False,0.60906212
B0073,data/courses/.files/2025/course-B0073.yml,d6762b140624158d169a9dd3bfd17289299a682d8665a079d6ed434508cf98d3,ELABORAZIONE DI TESTI E GESTIONE DOCUMENTALE,0,Basic Informatics Skills (0),False,0.62401854
B0074,data/courses/.files/2025/course-B0074.yml,755c9ceb80770fd876f7b00d3440cafae4c38ceb36a897de468d016f142b9b04,PIATTAFORME PER LA TRASFORMAZIONE DIGITALE,10,Engineering Software (10),False,0.64837746
B0159,data/courses/.files/2025/course-B0159.yml,25f476e73cc462016d41463fce94589a02b558ea5ecd6284ad44780a095a4753,Integrated Analog Electronics,12,Electronics T-A Automation (12),False,0.71445850
B0385,data/courses/.files/2025/course-B0385.yml,a4e4cba0f0726aa5107436aff38b8f7dc6b71e9ed1a867ad195f843c51f5ac62,Natural Language Processing,25,Language Natural Processing (25),False,0.76102370
B0832,data/courses/.files/2025/course-B0832.yml,d0a06b1fe430a5a2cf04b63171113c6ccc30400f6ea22d2b37fe1a059d2aeaf1,Administration of Systems T,17,Systems Distributed Mobile (17),False,0.62993464
B0833,data/courses/.files/2025/course-B0833.yml,7572d61375f382603070abd04f47541d4066445eec86252b2b4087f9d1dd211b,Computer Security Laboratory T,16,Security Information Computer (16),False,0.69767998
B1459,data/courses/.files/2025/course-B1459.yml,e502f75299166581bf701afe1134b9cba8f871048e8e4612f55c66470e235f09,"ARTIFICIAL INTELLIGENCE, BLOCKCHAIN E CRIPTOVALUTE NELLO SVILUPPO SOFTWARE",10,Engineering Software (10),False,0.66824410
B1703,data/courses/.files/2025/course-B1703.yml,c6be11e541469144dcd1e2b88085965d76b3ca87f3d776a8fa47152cc0c607bd,Introduction to Programming,21,Artificial Intelligence Fundamentals (21),False,0.65375325
B1873,data/courses/.files/2025/course-B1873.yml,d9001ec384b7cdfec68425ed998209b9ed767e00814929630f8f4ccdd571a896,Machine Learning for Humanities,26,Data Mining Learning (26),False,0.63127599
B1874,data/courses/.files/2025/course-B1874.yml,cce678cbc132cab42ec39d066977bc1eb8c93a4cce6c503703247cbc01e6056c,Project Management and Software Engineering for Cultural Heritage,10,Engineering Software (10),False,0.70802367
B2125,data/courses/.files/2025/course-B2125.yml,ca10eb8b2712d2834f9ac8c5ccb1dee726479594e56bb6389a526b2bd2cb1d7d,Machine Learning and Data Mining M,26,Data Mining Learning (26),False,0.75972172
B2133,data/courses/.files/2025/course-B2133.yml,8591c8bf4a4d607e44f355f5857585fbadf69d0fa17a4ae1cf167b0fdb994e60,Big Data Analytics and Text Mining,26,Data Mining Learning (26),False,0.77160067
B2250,data/courses/.files/2025/course-B2250.yml,dc5fdd906ce7a06f49cd082412e0ada905212381e0cc6e624a5a73ffdf4667e3,Microelectronics M,12,Electronics T-A Automation (12),False,0.67509530
B2361,data/courses/.files/2025/course-B2361.yml,4ae9a21b7d2b9103ec9730b0334d580e99f496a8115c857a3293661472447a9a,ELEMENTI DI MACHINE LEARNING E QUANTUM COMPUTING T,21,Artificial Intelligence Fundamentals (21),False,0.64657967
B2696,data/courses/.files/2025/course-B2696.yml,2b4c4daee863a8ca7c8d9d77810427a1b6dcdbaefb300107c6d8578f62394a31,"Language, Technology, Research I: Computational Thinking",25,Language Natural Processing (25),False,0.66667963
B3567,data/courses/.files/2025/course-B3567.yml,56357d2d6af944615dfc92f99667961cbf0e9678dc30759dfc934f39b6fc9ec0,INTRODUCTION TO QUANTUM COMPUTING,21,Artificial Intelligence Fundamentals (21),False,0.56573345
B4826,data/courses/.files/2025/course-B4826.yml,b9ea8cc09c973f5aea770a2db4993d5c443159bca0b886b9fd6978436e288176,Informatics for the Humanities,4,Informatics Basic Laboratory (4),False,0.71291974
B4913,data/courses/.files/2025/course-B4913.yml,a6139f8ce4db90eb24378aa1e9a36452a7aee6146feee44559c0fb440167434d,ALGORITMI E STRUTTURE DATI,11,Data Algorithms Structures (11),False,0.75699594
B4925,data/courses/.files/2025/course-B4925.yml,ec2e30415ab8fe14c2a0c406747af5a7d8d450c9c1bf4f137949a0a39fa42ece,IMMERSIVE TECHNOLOGIES FOR FASHION,0,Basic Informatics Skills (0),False,0.56034611
B4940,data/courses/.files/2025/course-B4940.yml,c13625e6146ba86354b2ed6c90542734eb89da4fbf285a405942c01f984ad1bc,DATA SCIENCE FOR FASHION SYSTEM,0,Basic Informatics Skills (0),False,0.57738508
B4948,data/courses/.files/2025/course-B4948.yml,8cb48b360a9cef3d84d49a481d0efa837913f8e14e4df7962f673d9b50c9eebd,Cognitive Sematics for Artificial Intelligence,14,Artificial Cognitive Intelligence (14),False,1.00000000
B5026,data/courses/.files/2025/course-B5026.yml,267473d59b6ec1f4bd90f951a1b2798e6362b9694b3f0ddae8dbc3d3c5dc55d0,Introduction to Computability and Complexity,11,Data Algorithms Structures (11),False,0.60959225
B5059,data/courses/.files/2025/course-B5059.yml,ae831103168382736faec9769a61d68ab621652f3426ee77fb41117d093bf47e,Interaction Media Design,22,Cultural Heritage Computer (22),False,0.64702445
B5079,data/courses/.files/2025/course-B5079.yml,057afbe5f425d30103af3d8492e9617c463a3f9da1e177c7ca9c8d914cfe31b6,Digital Humanities and Data Management for Cultural Heritage,22,Cultural Heritage Computer (22),False,0.86422527
B5292,data/courses/.files/2025/course-B5292.yml,51d7c11ecbe0f7e258c263712f18fa5558494775a9ab643ef57172119b8a3aab,Knowledge Engeneering for the Humanities,4,Informatics Basic Laboratory (4),False,0.60543078
B5293,data/courses/.files/2025/course-B5293.yml,efaa7d6c224306657e2ac122f82cb5cf79b3d140a56ae1a136ba898dbf34fe28,Computer Studies and Humanities,0,Basic Informatics Skills (0),False,0.68068815
B5474,data/courses/.files/2025/course-B5474.yml,1facef2e898e35b69aefa48c023620036bb0fae53279344c5faeb101a6dfcda3,ARCHITETTURE SOFTWARE A MICROSERVIZI,10,Engineering Software (10),False,0.63013657
B5665,data/courses/.files/2025/course-B5665.yml,80fae8427c0a34330875750d3d6b8461fe983e51b3068914f9dc9d6e1b51167f,Real Time Systems and Programming for Automation M,21,Artificial Intelligence Fundamentals (21),False,0.60786579
B5674,data/courses/.files/2025/course-B5674.yml,97a6c8c3933d48a8419e8a387c3fb3c5e3777391e511eb1e0ceadb24b78759ea,Management of Digital Media,22,Cultural Heritage Computer (22),False,0.53030195
B5722,data/courses/.files/2025/course-B5722.yml,8098422e693709f8d8d149acc2e3b2442cf908fc3a381a9889c4f5a7a6d8b4eb,Embedded Sensors,9,Electronic Electronics Systems (9),False,0.71951163
B5727,data/courses/.files/2025/course-B5727.yml,f78e1732d0839526cddf078cd89d37cfa41e73e66a57c02beffb2b72441c980b,Introduction to Languages for Artificial Intelligence,21,Artificial Intelligence Fundamentals (21),False,0.81819011
B5780,data/courses/.files/2025/course-B5780.yml,d2faccca07f715d3233deda7ee5c9987ab1ac595bc008ff24efcba90de5329f4,Computational Methods for Bioinformatics,21,Artificial Intelligence Fundamentals (21),False,0.59080572
B5782,data/courses/.files/2025/course-B5782.yml,704cb2c0582b76e54048cdbd3f3b37ab91600221759c61792f8a23875fe83b24,Algorithms and Data Structures for Computational Biology,11,Data Algorithms Structures (11),False,0.78175163
B5793,data/courses/.files/2025/course-B5793.yml,5bfe1398a684d93abfd2ce73a0189261e02d12725e442a4a73e794eb8a443ad6,Cybersecurity M,16,Security Information Computer (16),False,0.67738379
B5796,data/courses/.files/2025/course-B5796.yml,9987f5a6cd4fcfc0f7c4c0776c4db325f7001624c2f3206bd0f658058aad4287,Scalable and Reliable Services M,23,Reliable Scalable Services (23),False,1.00000000
B5812,data/courses/.files/2025/course-B5812.yml,32976f2119b97af46c10e8c42c76861cd5cada134b98f6dffb32bfea64f08fe2,Cybersecurity Governance,16,Security Information Computer (16),False,0.63384573
B6082,data/courses/.files/2025/course-B6082.yml,62c2d08c0fd56b7856dbc4b75e69985c6165aec01e05acf016a29c20ff950e68,Technology-Assisted Interpreting I,7,Translation Cat Computer-Aided (7),False,0.68230084
B8018,data/courses/.files/2025/course-B8018.yml,74e5330d490d583951b71b91f35babbdbb5dd696f2515383878836f367d1c768,DIGITAL HEALTH M,4,Informatics Basic Laboratory (4),False,0.55895946
B8019,data/courses/.files/2025/course-B8019.yml,5a9348d3d187d8e3a653e6d9f196796a81e5e39ec4fa4c40447f6b3af84a0a35,PROGRAMMING THE INTERNET OF THINGS M,0,Basic Informatics Skills (0),False,0.65846203
B8105,data/courses/.files/2025/course-B8105.yml,e7a228a4a669c595d41372df0c3e9a86889074607f877c59418affd19802d12f,Computational Management of Data,21,Artificial Intelligence Fundamentals (21),False,0.70525385
B8159,data/courses/.files/2025/course-B8159.yml,335ccd54adea9c7aa9e465dc2ad16458d8902cac3db47d357eb5b594c3b9db03,INFORMATICA,5,Databases Bases Data (5),False,0.72098404
B8309,data/courses/.files/2025/course-B8309.yml,1d5f125069754848f73847a6d20f9cf2634a2b293d59595b0dcd1ae5d822a833,STATISTICA E MACHINE LEARNING PER L'ELABORAZIONE DEI SEGNALI M,19,Deep Learning All'Apprendimento (19),False,0.65594440
B8310,data/courses/.files/2025/course-B8310.yml,f7f50d0cc39282a67f7c04f7098a08d32327b5fc63b1f6b2338f6a0c4debcdbf,STATISTICS AND MACHINE LEARNING FOR SIGNAL PROCESSING M,12,Electronics T-A Automation (12),False,0.54652722
B8311,data/courses/.files/2025/course-B8311.yml,f77f970ced31dbb6b626443e46fabad69c4dd29b3135e8c67b40cf94b9278c10,SECURITY OF DATA AND NEURAL PROCESSING M,16,Security Information Computer (16),False,0.68256694
B8378,data/courses/.files/2025/course-B8378.yml,4b1f87e816b78e87a0a7bc50de72e9d886463f3ad9b0640b2991b8167d6bf4fe,SENSORI ELETTRONICI INTELLIGENTI LM,9,Electronic Electronics Systems (9),False,0.69225130
B8379,data/courses/.files/2025/course-B8379.yml,5a2d49155d861a49120629aff51dff1e174d2950bdbcb1c3a97ef75be20fc539,TECNOLOGIE MICROELETTRONICHE LM,9,Electronic Electronics Systems (9),False,0.66510879
B8390,data/courses/.files/2025/course-B8390.yml,b1bdac53748847235ecc69bd98eafcf588abfe09118be2e41c0d01811bb0e7da,DISPOSITIVI E CIRCUITI INTEGRATI DI POTENZA LM,9,Electronic Electronics Systems (9),False,0.60269149
B8396,data/courses/.files/2025/course-B8396.yml,415a9b0fe107db76adf42ad751629dffcbdf2f3e1a792f910b6a061fd83f1926,Basic IT Skills,0,Basic Informatics Skills (0),False,0.73159716
B8536-A,data/courses/.files/2025/course-B8536-A.yml,be332a4c81b099839da1ca11a21a8503b5566a70f7efd5e85dd80b86a8109cb6,"Computer-Aided Human Translation: CAT, MT and AI",7,Translation Cat Computer-Aided (7),False,1.00000000
B8536-B,data/courses/.files/2025/course-B8536-B.yml,2ae0e35907099e5d5913b341c5a982f9f7d2b9954aee1ea6903aee1045db11da,"Computer-Aided Human Translation: CAT, MT and AI",7,Translation Cat Computer-Aided (7),False,1.00000000
B8536-C,data/courses/.files/2025/course-B8536-C.yml,1eb0b1497545f07634d9874782294ab516f1c37f82d1012057713199499bdb05,"Computer-Aided Human Translation: CAT, MT and AI",7,Translation Cat Computer-Aided (7),False,1.00000000
B8554-A,data/courses/.files/2025/course-B8554-A.yml,359545003ce83a80f0a35fcf44dee195fea8f2d2fe8d2685e01b59644b60327d,SISTEMI SOFTWARE A OGGETTI T,18,Programming Software Design (18),False,0.70114938
B8554-B,data/courses/.files/2025/course-B8554-B.yml,0d9033188ebc234dd6dd8aed8ac8da5f692813fe7823402633451be7b8112985,SISTEMI SOFTWARE A OGGETTI T,18,Programming Software Design (18),False,0.70114938
B8561,data/courses/.files/2025/course-B8561.yml,c507d3e30d6a19c6ab7682bdfd48cf4bb34ecd220e2f74f2341b8d07f137ecb1,ARCHITETTURE DEI CALCOLATORI M,24,Design Architectures Firmware (24),False,0.67710261
B8562,data/courses/.files/2025/course-B8562.yml,7c1f077c5995e8e3cb4ee344a9152ed3286720a5beac9e69554ee7a62becb36b,SISTEMI CONCORRENTI E PARALLELI M,24,Design Architectures Firmware (24),False,0.63691258
B8563,data/courses/.files/2025/course-B8563.yml,0acda140ea2880b82175288223fcbb8d98439bd07b009caf2878e9085acbe15e,SISTEMI DI ELABORAZIONE ACCELERATA M,24,Design Architectures Firmware (24),False,0.62449671
B8603,data/courses/.files/2025/course-B8603.yml,549547446751ec218b202f1c5df032fcef4b5ea381ceae3937bb4f00c9358130,Machine Translation and Artificial Intelligence for Language Services,7,Translation Cat Computer-Aided (7),False,0.74631720
B8836,data/courses/.files/2025/course-B8836.yml,a23065f381297b3277b94ffe7b01b1c0febef5e43321da7a004784351fdbac39,Universal Semantics,14,Artificial Cognitive Intelligence (14),False,0.65708098
B8905,data/courses/.files/2025/course-B8905.yml,0e45806ef9e03cfdbe6f48bd4761add0e38b0cb98c346b340cd0b0e836cc8e5c,Foundations of Programming,1,Computer Science Theoretical (1),False,0.64907324
B8929,data/courses/.files/2025/course-B8929.yml,739304459fd048ffb2f6bc4ac4633a230f795d88e1914c35c2022573ea0142d5,Computer Studies and Human Sciences,0,Basic Informatics Skills (0),False,0.67823847
B9254,data/courses/.files/2025/course-B9254.yml,ad28ae8c9803472a469c20a2dcdc3b0f36f7bc1d489259d3c7c413b941f190dd,Basic IT Skills,0,Basic Informatics Skills (0),False,0.64426194
C7674,data/courses/.files/2025/course-C7674.yml,db1643ef9736d51d25e602529b215e25555d007953f390afea98fbcd1e97b049,INTRODUZIONE ALLE TECNICHE DI MEMORIA E ALLE METODOLOGIE DI STUDIO,1,Computer Science Theoretical (1),False,0.58021157
