course_id,course_title,neighbor_rank,neighbor_course_id,neighbor_title,similarity
11933,Theoretical Computer Science,2,07276-B,Computer Science,0.77549810
11933,Theoretical Computer Science,3,B5782,Algorithms and Data Structures for Computational Biology,0.76517053
11933,Theoretical Computer Science,4,09730-A,Principles of Informatics,0.76476362
11933,Theoretical Computer Science,5,11929-A,Algorithm and Data Structures,0.76386897
11933,Theoretical Computer Science,6,81609,"Languages, Compilers and Computational Models",0.76280729
11933,Theoretical Computer Science,7,15305,Foundations of Informatics A,0.75899552
11933,Theoretical Computer Science,8,11929-C,Algorithms and Data Structures,0.75720213
11933,Theoretical Computer Science,9,37262,Computer Programming,0.75629202
11933,Theoretical Computer Science,10,37635,Data Structure and Algorithms,0.75463936
14015,Cryptography,1,93467,Cryptography,0.81153190
14015,Cryptography,2,93466,FONDAMENTI DI CYBERSECURITY,0.75415283
14015,Cryptography,3,72942,Information Security M,0.74374449
14015,Cryptography,4,95631-A,Machine Learning and Data Mining,0.72655689
14015,Cryptography,5,40720,Data Mining,0.71958848
14015,Cryptography,6,11929-B,Algorithms and Data Structures,0.71476758
14015,Cryptography,7,93315,Computer Networks,0.70975533
14015,Cryptography,8,90392,Elements of Applied Data Security M,0.70879904
14015,Cryptography,9,95630,Big Data and Cloud Platforms,0.70823703
14015,Cryptography,10,B8311,SECURITY OF DATA AND NEURAL PROCESSING M,0.70563625
15305,Foundations of Informatics A,1,09730-A,Principles of Informatics,0.94901442
15305,Foundations of Informatics A,2,16692,Laboratory of Informatics,0.84105711
15305,Foundations of Informatics A,3,28623,Foundations of Informatics and Laboratory,0.83182179
15305,Foundations of Informatics A,4,09730-B,Principles of Informatics,0.82806489
15305,Foundations of Informatics A,5,29227-D,Foundations of Informatics T,0.80877144
15305,Foundations of Informatics A,6,29227-C,Foundations of Informatics T,0.80498417
15305,Foundations of Informatics A,7,29227-A,Foundations of Informatics T,0.80354726
15305,Foundations of Informatics A,8,29227-B,Foundations of Informatics T,0.80354726
15305,Foundations of Informatics A,9,B5782,Algorithms and Data Structures for Computational Biology,0.79812016
15305,Foundations of Informatics A,10,37262,Computer Programming,0.79595748
15920,Computer Lab,1,07276-D,Computer Science,0.79004494
15920,Computer Lab,2,B4826,Informatics for the Humanities,0.71823632
15920,Computer Lab,3,57828,Informatics,0.71187950
15920,Computer Lab,4,28106,Computer Science for Environmental Sciences,0.71089682
15920,Computer Lab,5,07276-B,Computer Science,0.69573657
15920,Computer Lab,6,90749,Computing Education,0.69138110
15920,Computer Lab,7,B8105,Computational Management of Data,0.69133020
15920,Computer Lab,8,82202-A,Informatic,0.69053797
15920,Computer Lab,9,40720,Data Mining,0.68749679
15920,Computer Lab,10,91254,Image Processing and Computer Vision,0.68694629
16692,Laboratory of Informatics,1,09730-A,Principles of Informatics,0.85057845
16692,Laboratory of Informatics,2,15305,Foundations of Informatics A,0.84105711
16692,Laboratory of Informatics,3,28623,Foundations of Informatics and Laboratory,0.82092756
16692,Laboratory of Informatics,4,B5782,Algorithms and Data Structures for Computational Biology,0.79782994
16692,Laboratory of Informatics,5,00819-A,Programming,0.79322954
16692,Laboratory of Informatics,6,00819-B,Programming,0.78858590
16692,Laboratory of Informatics,7,07276-B,Computer Science,0.77787229
16692,Laboratory of Informatics,8,09730-B,Principles of Informatics,0.77776839
16692,Laboratory of Informatics,9,00819-C,Programming,0.77695350
16692,Laboratory of Informatics,10,96346-C,INFORMATICA,0.77361762
16870,Programming Laboratory,1,00819-D,Programming,0.80250323
16870,Programming Laboratory,2,B0063,Programming Laboratory,0.79343300
16870,Programming Laboratory,3,93333,Programming Lab,0.77095850
16870,Programming Laboratory,4,37262,Computer Programming,0.76971987
16870,Programming Laboratory,5,00819-E,Programming,0.76769069
16870,Programming Laboratory,6,95648,Software Design and Development,0.76065863
16870,Programming Laboratory,7,85285,Programming,0.75806173
16870,Programming Laboratory,8,70219,Object-Oriented Programming,0.75274129
16870,Programming Laboratory,9,16692,Laboratory of Informatics,0.74503732
16870,Programming Laboratory,10,00819-A,Programming,0.74415346
17628,Concurrent and Distributed Programming,1,B8562,SISTEMI CONCORRENTI E PARALLELI M,0.81357988
17628,Concurrent and Distributed Programming,2,81612,Programming and Development paradigms,0.76532286
17628,Concurrent and Distributed Programming,3,28024-A,Computer Networks T,0.75917753
17628,Concurrent and Distributed Programming,4,28024-B,Computer Networks T,0.75917753
17628,Concurrent and Distributed Programming,5,95627,Software Engineering,0.75679376
17628,Concurrent and Distributed Programming,6,73025,Distributed Systems M,0.75167443
17628,Concurrent and Distributed Programming,7,81942,Scalable and Cloud Programming,0.74781088
17628,Concurrent and Distributed Programming,8,58437,Parallel Calculus,0.73988711
17628,Concurrent and Distributed Programming,9,72778,High-Performance Computing,0.73674148
17628,Concurrent and Distributed Programming,10,96859,Embedded Systems and Internet of Things,0.73625441
17634,Computer Vision,1,73302,Computer Vision And Image Processing M,0.80426325
17634,Computer Vision,2,93478,COMPUTER VISION,0.79053730
17634,Computer Vision,3,91254,Image Processing and Computer Vision,0.78558112
17634,Computer Vision,4,69661,Image Processing And Computer Vision M,0.76061753
17634,Computer Vision,5,91266,Machine Learning for Computer Vision,0.75220392
17634,Computer Vision,6,07276-B,Computer Science,0.71488530
17634,Computer Vision,7,40720,Data Mining,0.71293417
17634,Computer Vision,8,37262,Computer Programming,0.71167261
17634,Computer Vision,9,91250-B,Deep Learning,0.70970642
17634,Computer Vision,10,91250-C,Deep Learning,0.70970642
20741,Information Processing Systems,1,57828,Informatics,0.75909977
20741,Information Processing Systems,2,08574-C,Operating Systems,0.74402904
20741,Information Processing Systems,3,95604,Operating Systems and Networks,0.72954152
20741,Information Processing Systems,4,40720,Data Mining,0.72347032
20741,Information Processing Systems,5,08574-A,Operating Systems,0.72224855
20741,Information Processing Systems,6,75198,Health Information Processing Systems,0.72116244
20741,Information Processing Systems,7,09679,Data Base Sistems,0.71994176
20741,Information Processing Systems,8,28040,Information Technology,0.71888075
20741,Information Processing Systems,9,82202-B,Informatic,0.71791017
20741,Information Processing Systems,10,87474,Distributed Systems,0.71582103
27311-A,Humanistic IT,1,27311-B,Humanistic IT,0.88539208
27311-A,Humanistic IT,2,B8905,Foundations of Programming,0.77965452
27311-A,Humanistic IT,3,28040,Information Technology,0.76241478
27311-A,Humanistic IT,4,96346-C,INFORMATICA,0.76221478
27311-A,Humanistic IT,5,B4826,Informatics for the Humanities,0.75917392
27311-A,Humanistic IT,6,95602,Programming and Computer Architectures,0.75670512
