course_a,course_b,path_a,path_b,similarity,distance
71148,73110,data/courses/.files/2025/course-71148.yml,data/courses/.files/2025/course-73110.yml,0.92249203,0.07750797
11933,41169,data/courses/.files/2025/course-11933.yml,data/courses/.files/2025/course-41169.yml,0.92022785,0.07977215
40720,95631-A,data/courses/.files/2025/course-40720.yml,data/courses/.files/2025/course-95631-A.yml,0.92005007,0.07994993
58437,72778,data/courses/.files/2025/course-58437.yml,data/courses/.files/2025/course-72778.yml,0.90695386,0.09304614
90730,95782,data/courses/.files/2025/course-90730.yml,data/courses/.files/2025/course-95782.yml,0.90567025,0.09432975
87474,93468,data/courses/.files/2025/course-87474.yml,data/courses/.files/2025/course-93468.yml,0.90126805,0.09873195
29227-A,88145,data/courses/.files/2025/course-29227-A.yml,data/courses/.files/2025/course-88145.yml,0.90097463,0.09902537
29227-B,88145,data/courses/.files/2025/course-29227-B.yml,data/courses/.files/2025/course-88145.yml,0.90097463,0.09902537
00819-A,00819-B,data/courses/.files/2025/course-00819-A.yml,data/courses/.files/2025/course-00819-B.yml,0.89875324,0.10124676
00819-B,00819-C,data/courses/.files/2025/course-00819-B.yml,data/courses/.files/2025/course-00819-C.yml,0.89661496,0.10338504
93929,B5722,data/courses/.files/2025/course-93929.yml,data/courses/.files/2025/course-B5722.yml,0.89645303,0.10354697
91254,93478,data/courses/.files/2025/course-91254.yml,data/courses/.files/2025/course-93478.yml,0.89430089,0.10569911
85730,93322,data/courses/.files/2025/course-85730.yml,data/courses/.files/2025/course-93322.yml,0.89023369,0.10976631
88325,B0833,data/courses/.files/2025/course-88325.yml,data/courses/.files/2025/course-B0833.yml,0.88847257,0.11152743
66857,73149,data/courses/.files/2025/course-66857.yml,data/courses/.files/2025/course-73149.yml,0.88561884,0.11438116
27311-A,27311-B,data/courses/.files/2025/course-27311-A.yml,data/courses/.files/2025/course-27311-B.yml,0.88539208,0.11460792
B5722,B8378,data/courses/.files/2025/course-B5722.yml,data/courses/.files/2025/course-B8378.yml,0.88436534,0.11563466
07276-B,28040,data/courses/.files/2025/course-07276-B.yml,data/courses/.files/2025/course-28040.yml,0.88384000,0.11616000
88324,B0832,data/courses/.files/2025/course-88324.yml,data/courses/.files/2025/course-B0832.yml,0.88370848,0.11629152
79194,96793,data/courses/.files/2025/course-79194.yml,data/courses/.files/2025/course-96793.yml,0.88171583,0.11828417
09730-A,09730-B,data/courses/.files/2025/course-09730-A.yml,data/courses/.files/2025/course-09730-B.yml,0.87905047,0.12094953
85445,88566,data/courses/.files/2025/course-85445.yml,data/courses/.files/2025/course-88566.yml,0.87811535,0.12188465
69731-A,69731-B,data/courses/.files/2025/course-69731-A.yml,data/courses/.files/2025/course-69731-B.yml,0.87451306,0.12548694
28016-A,28722,data/courses/.files/2025/course-28016-A.yml,data/courses/.files/2025/course-28722.yml,0.86925834,0.13074166
93470-B,B5793,data/courses/.files/2025/course-93470-B.yml,data/courses/.files/2025/course-B5793.yml,0.86814977,0.13185023
28016-B,28651,data/courses/.files/2025/course-28016-B.yml,data/courses/.files/2025/course-28651.yml,0.86695576,0.13304424
11929-A,B5782,data/courses/.files/2025/course-11929-A.yml,data/courses/.files/2025/course-B5782.yml,0.86529419,0.13470581
28016-B,28722,data/courses/.files/2025/course-28016-B.yml,data/courses/.files/2025/course-28722.yml,0.86471664,0.13528336
87901,B6082,data/courses/.files/2025/course-87901.yml,data/courses/.files/2025/course-B6082.yml,0.86342133,0.13657867
48693-A,B5079,data/courses/.files/2025/course-48693-A.yml,data/courses/.files/2025/course-B5079.yml,0.86297113,0.13702887
10906-A,79194,data/courses/.files/2025/course-10906-A.yml,data/courses/.files/2025/course-79194.yml,0.86093427,0.13906573
70155,90107,data/courses/.files/2025/course-70155.yml,data/courses/.files/2025/course-90107.yml,0.86027136,0.13972864
35367,73110,data/courses/.files/2025/course-35367.yml,data/courses/.files/2025/course-73110.yml,0.85916652,0.14083348
81649,93392,data/courses/.files/2025/course-81649.yml,data/courses/.files/2025/course-93392.yml,0.85874260,0.14125740
28016-A,28651,data/courses/.files/2025/course-28016-A.yml,data/courses/.files/2025/course-28651.yml,0.85812910,0.14187090
B1703,B8105,data/courses/.files/2025/course-B1703.yml,data/courses/.files/2025/course-B8105.yml,0.85552813,0.14447187
75835,88566,data/courses/.files/2025/course-75835.yml,data/courses/.files/2025/course-88566.yml,0.85281044,0.14718956
00819-A,00819-E,data/courses/.files/2025/course-00819-A.yml,data/courses/.files/2025/course-00819-E.yml,0.85097065,0.14902935
09730-A,16692,data/courses/.files/2025/course-09730-A.yml,data/courses/.files/2025/course-16692.yml,0.85057845,0.14942155
11929-A,11929-C,data/courses/.files/2025/course-11929-A.yml,data/courses/.files/2025/course-11929-C.yml,0.84907590,0.15092410
41731-B,88566,data/courses/.files/2025/course-41731-B.yml,data/courses/.files/2025/course-88566.yml,0.84878223,0.15121777
91258-B,91258-C,data/courses/.files/2025/course-91258-B.yml,data/courses/.files/2025/course-91258-C.yml,0.84824888,0.15175112
11929-C,11929-D,data/courses/.files/2025/course-11929-C.yml,data/courses/.files/2025/course-11929-D.yml,0.84785747,0.15214253
28040,96346-C,data/courses/.files/2025/course-28040.yml,data/courses/.files/2025/course-96346-C.yml,0.84706688,0.15293312
85734,99192,data/courses/.files/2025/course-85734.yml,data/courses/.files/2025/course-99192.yml,0.84567272,0.15432728
07276-B,96346-C,data/courses/.files/2025/course-07276-B.yml,data/courses/.files/2025/course-96346-C.yml,0.84547274,0.15452726
11929-A,37635,data/courses/.files/2025/course-11929-A.yml,data/courses/.files/2025/course-37635.yml,0.84420816,0.15579184
00819-A,00819-C,data/courses/.files/2025/course-00819-A.yml,data/courses/.files/2025/course-00819-C.yml,0.84397732,0.15602268
87198,97467,data/courses/.files/2025/course-87198.yml,data/courses/.files/2025/course-97467.yml,0.84360622,0.15639378
07276-F,96346-C,data/courses/.files/2025/course-07276-F.yml,data/courses/.files/2025/course-96346-C.yml,0.84332561,0.15667439
91266,93478,data/courses/.files/2025/course-91266.yml,data/courses/.files/2025/course-93478.yml,0.84331332,0.15668668
93929,B8378,data/courses/.files/2025/course-93929.yml,data/courses/.files/2025/course-B8378.yml,0.84312267,0.15687733
95631-A,95631-B,data/courses/.files/2025/course-95631-A.yml,data/courses/.files/2025/course-95631-B.yml,0.84280398,0.15719602
B0070,B5292,data/courses/.files/2025/course-B0070.yml,data/courses/.files/2025/course-B5292.yml,0.84198816,0.15801184
91259,93398,data/courses/.files/2025/course-91259.yml,data/courses/.files/2025/course-93398.yml,0.84166657,0.15833343
91250-B,91250-D,data/courses/.files/2025/course-91250-B.yml,data/courses/.files/2025/course-91250-D.yml,0.84139618,0.15860382
91250-C,91250-D,data/courses/.files/2025/course-91250-C.yml,data/courses/.files/2025/course-91250-D.yml,0.84139618,0.15860382
15305,16692,data/courses/.files/2025/course-15305.yml,data/courses/.files/2025/course-16692.yml,0.84105711,0.15894289
81610,91250-D,data/courses/.files/2025/course-81610.yml,data/courses/.files/2025/course-91250-D.yml,0.84100961,0.15899039
88202,91250-D,data/courses/.files/2025/course-88202.yml,data/courses/.files/2025/course-91250-D.yml,0.84100961,0.15899039
11929-D,37635,data/courses/.files/2025/course-11929-D.yml,data/courses/.files/2025/course-37635.yml,0.84086234,0.15913766
00819-D,00819-E,data/courses/.files/2025/course-00819-D.yml,data/courses/.files/2025/course-00819-E.yml,0.84043695,0.15956305
70155,79194,data/courses/.files/2025/course-70155.yml,data/courses/.files/2025/course-79194.yml,0.84014520,0.15985480
79194,95611,data/courses/.files/2025/course-79194.yml,data/courses/.files/2025/course-95611.yml,0.83979310,0.16020690
91254,91266,data/courses/.files/2025/course-91254.yml,data/courses/.files/2025/course-91266.yml,0.83972605,0.16027395
10906-A,10906-B,data/courses/.files/2025/course-10906-A.yml,data/courses/.files/2025/course-10906-B.yml,0.83873979,0.16126021
00819-A,B1703,data/courses/.files/2025/course-00819-A.yml,data/courses/.files/2025/course-B1703.yml,0.83793984,0.16206016
B8396,B9254,data/courses/.files/2025/course-B8396.yml,data/courses/.files/2025/course-B9254.yml,0.83613768,0.16386232
87474,93669,data/courses/.files/2025/course-87474.yml,data/courses/.files/2025/course-93669.yml,0.83563137,0.16436863
57828,B4826,data/courses/.files/2025/course-57828.yml,data/courses/.files/2025/course-B4826.yml,0.83468682,0.16531318
81940,90147,data/courses/.files/2025/course-81940.yml,data/courses/.files/2025/course-90147.yml,0.83465812,0.16534188
41731-A,95645,data/courses/.files/2025/course-41731-A.yml,data/courses/.files/2025/course-95645.yml,0.83463161,0.16536839
00819-B,00819-E,data/courses/.files/2025/course-00819-B.yml,data/courses/.files/2025/course-00819-E.yml,0.83457815,0.16542185
91250-A,91250-D,data/courses/.files/2025/course-91250-A.yml,data/courses/.files/2025/course-91250-D.yml,0.83318394,0.16681606
28651,28722,data/courses/.files/2025/course-28651.yml,data/courses/.files/2025/course-28722.yml,0.83311911,0.16688089
57828,82202-B,data/courses/.files/2025/course-57828.yml,data/courses/.files/2025/course-82202-B.yml,0.83302932,0.16697068
B4925,B4940,data/courses/.files/2025/course-B4925.yml,data/courses/.files/2025/course-B4940.yml,0.83279348,0.16720652
70219,95648,data/courses/.files/2025/course-70219.yml,data/courses/.files/2025/course-95648.yml,0.83250034,0.16749966
73302,91254,data/courses/.files/2025/course-73302.yml,data/courses/.files/2025/course-91254.yml,0.83222857,0.16777143
15305,28623,data/courses/.files/2025/course-15305.yml,data/courses/.files/2025/course-28623.yml,0.83182179,0.16817821
29227-D,29227-E,data/courses/.files/2025/course-29227-D.yml,data/courses/.files/2025/course-29227-E.yml,0.82928299,0.17071701
09730-A,28623,data/courses/.files/2025/course-09730-A.yml,data/courses/.files/2025/course-28623.yml,0.82902319,0.17097681
11929-C,B5782,data/courses/.files/2025/course-11929-C.yml,data/courses/.files/2025/course-B5782.yml,0.82894906,0.17105094
69661,91254,data/courses/.files/2025/course-69661.yml,data/courses/.files/2025/course-91254.yml,0.82860246,0.17139754
29227-C,29227-E,data/courses/.files/2025/course-29227-C.yml,data/courses/.files/2025/course-29227-E.yml,0.82851178,0.17148822
85301,B5782,data/courses/.files/2025/course-85301.yml,data/courses/.files/2025/course-B5782.yml,0.82823057,0.17176943
09730-B,15305,data/courses/.files/2025/course-09730-B.yml,data/courses/.files/2025/course-15305.yml,0.82806489,0.17193511
07276-F,28040,data/courses/.files/2025/course-07276-F.yml,data/courses/.files/2025/course-28040.yml,0.82796426,0.17203574
29227-A,93034-A,data/courses/.files/2025/course-29227-A.yml,data/courses/.files/2025/course-93034-A.yml,0.82755931,0.17244069
29227-A,93034-B,data/courses/.files/2025/course-29227-A.yml,data/courses/.files/2025/course-93034-B.yml,0.82755931,0.17244069
29227-B,93034-A,data/courses/.files/2025/course-29227-B.yml,data/courses/.files/2025/course-93034-A.yml,0.82755931,0.17244069
29227-B,93034-B,data/courses/.files/2025/course-29227-B.yml,data/courses/.files/2025/course-93034-B.yml,0.82755931,0.17244069
87469,91762,data/courses/.files/2025/course-87469.yml,data/courses/.files/2025/course-91762.yml,0.82703014,0.17296986
98931,B5727,data/courses/.files/2025/course-98931.yml,data/courses/.files/2025/course-B5727.yml,0.82682563,0.17317437
88566,95605,data/courses/.files/2025/course-88566.yml,data/courses/.files/2025/course-95605.yml,0.82594496,0.17405504
37635,B5782,data/courses/.files/2025/course-37635.yml,data/courses/.files/2025/course-B5782.yml,0.82561323,0.17438677
40720,70155,data/courses/.files/2025/course-40720.yml,data/courses/.files/2025/course-70155.yml,0.82500299,0.17499701
93395,99192,data/courses/.files/2025/course-93395.yml,data/courses/.files/2025/course-99192.yml,0.82403717,0.17596283
85734,93395,data/courses/.files/2025/course-85734.yml,data/courses/.files/2025/course-93395.yml,0.82396977,0.17603023
11929-A,11929-D,data/courses/.files/2025/course-11929-A.yml,data/courses/.files/2025/course-11929-D.yml,0.82345559,0.17654441
95631-A,B2125,data/courses/.files/2025/course-95631-A.yml,data/courses/.files/2025/course-B2125.yml,0.82329776,0.17670224
73025,78779,data/courses/.files/2025/course-73025.yml,data/courses/.files/2025/course-78779.yml,0.82266135,0.17733865
10906-B,95611,data/courses/.files/2025/course-10906-B.yml,data/courses/.files/2025/course-95611.yml,0.82136455,0.17863545
91267,93669,data/courses/.files/2025/course-91267.yml,data/courses/.files/2025/course-93669.yml,0.82100846,0.17899154
16692,28623,data/courses/.files/2025/course-16692.yml,data/courses/.files/2025/course-28623.yml,0.82092756,0.17907244
95604,95644,data/courses/.files/2025/course-95604.yml,data/courses/.files/2025/course-95644.yml,0.82049538,0.17950462
35367,71148,data/courses/.files/2025/course-35367.yml,data/courses/.files/2025/course-71148.yml,0.82027390,0.17972610
B5782,B8105,data/courses/.files/2025/course-B5782.yml,data/courses/.files/2025/course-B8105.yml,0.82025878,0.17974122
00819-C,37262,data/courses/.files/2025/course-00819-C.yml,data/courses/.files/2025/course-37262.yml,0.82010009,0.17989991
10906-A,70155,data/courses/.files/2025/course-10906-A.yml,data/courses/.files/2025/course-70155.yml,0.81970589,0.18029411
95627,B0011,data/courses/.files/2025/course-95627.yml,data/courses/.files/2025/course-B0011.yml,0.81966158,0.18033842
95602,96346-C,data/courses/.files/2025/course-95602.yml,data/courses/.files/2025/course-96346-C.yml,0.81891479,0.18108521
96346-C,B8159,data/courses/.files/2025/course-96346-C.yml,data/courses/.files/2025/course-B8159.yml,0.81859896,0.18140104
91248,B5727,data/courses/.files/2025/course-91248.yml,data/courses/.files/2025/course-B5727.yml,0.81858732,0.18141268
35253,93322,data/courses/.files/2025/course-35253.yml,data/courses/.files/2025/course-93322.yml,0.81848626,0.18151374
28024-A,84531,data/courses/.files/2025/course-28024-A.yml,data/courses/.files/2025/course-84531.yml,0.81828613,0.18171387
28024-B,84531,data/courses/.files/2025/course-28024-B.yml,data/courses/.files/2025/course-84531.yml,0.81828613,0.18171387
57828,82202-A,data/courses/.files/2025/course-57828.yml,data/courses/.files/2025/course-82202-A.yml,0.81817964,0.18182036
37262,95602,data/courses/.files/2025/course-37262.yml,data/courses/.files/2025/course-95602.yml,0.81805142,0.18194858
99191,B3567,data/courses/.files/2025/course-99191.yml,data/courses/.files/2025/course-B3567.yml,0.81732254,0.18267746
09032,95627,data/courses/.files/2025/course-09032.yml,data/courses/.files/2025/course-95627.yml,0.81725825,0.18274175
40720,95631-B,data/courses/.files/2025/course-40720.yml,data/courses/.files/2025/course-95631-B.yml,0.81719520,0.18280480
07276-B,37262,data/courses/.files/2025/course-07276-B.yml,data/courses/.files/2025/course-37262.yml,0.81639976,0.18360024
11929-B,11929-C,data/courses/.files/2025/course-11929-B.yml,data/courses/.files/2025/course-11929-C.yml,0.81488002,0.18511998
B5793,B5812,data/courses/.files/2025/course-B5793.yml,data/courses/.files/2025/course-B5812.yml,0.81482609,0.18517391
70155,96793,data/courses/.files/2025/course-70155.yml,data/courses/.files/2025/course-96793.yml,0.81479595,0.18520405
17628,B8562,data/courses/.files/2025/course-17628.yml,data/courses/.files/2025/course-B8562.yml,0.81357988,0.18642012
41731-A,41731-B,data/courses/.files/2025/course-41731-A.yml,data/courses/.files/2025/course-41731-B.yml,0.81307236,0.18692764
91250-A,91266,data/courses/.files/2025/course-91250-A.yml,data/courses/.files/2025/course-91266.yml,0.81249822,0.18750178
95646,96642,data/courses/.files/2025/course-95646.yml,data/courses/.files/2025/course-96642.yml,0.81236265,0.18763735
28004-A,93034-A,data/courses/.files/2025/course-28004-A.yml,data/courses/.files/2025/course-93034-A.yml,0.81201692,0.18798308
28004-A,93034-B,data/courses/.files/2025/course-28004-A.yml,data/courses/.files/2025/course-93034-B.yml,0.81201692,0.18798308
70155,95611,data/courses/.files/2025/course-70155.yml,data/courses/.files/2025/course-95611.yml,0.81200775,0.18799225
28011-A,28011-B,data/courses/.files/2025/course-28011-A.yml,data/courses/.files/2025/course-28011-B.yml,0.81189051,0.18810949
14015,93467,data/courses/.files/2025/course-14015.yml,data/courses/.files/2025/course-93467.yml,0.81153190,0.18846810
91250-A,93478,data/courses/.files/2025/course-91250-A.yml,data/courses/.files/2025/course-93478.yml,0.81146931,0.18853069
81932,95630,data/courses/.files/2025/course-81932.yml,data/courses/.files/2025/course-95630.yml,0.81128357,0.18871643
00819-A,00819-D,data/courses/.files/2025/course-00819-A.yml,data/courses/.files/2025/course-00819-D.yml,0.80936143,0.19063857
28020-A,28024-A,data/courses/.files/2025/course-28020-A.yml,data/courses/.files/2025/course-28024-A.yml,0.80930130,0.19069870
28020-A,28024-B,data/courses/.files/2025/course-28020-A.yml,data/courses/.files/2025/course-28024-B.yml,0.80930130,0.19069870
28020-B,28024-A,data/courses/.files/2025/course-28020-B.yml,data/courses/.files/2025/course-28024-A.yml,0.80930130,0.19069870
28020-B,28024-B,data/courses/.files/2025/course-28020-B.yml,data/courses/.files/2025/course-28024-B.yml,0.80930130,0.19069870
91265,B5292,data/courses/.files/2025/course-91265.yml,data/courses/.files/2025/course-B5292.yml,0.80906167,0.19093833
15305,29227-D,data/courses/.files/2025/course-15305.yml,data/courses/.files/2025/course-29227-D.yml,0.80877144,0.19122856
40720,B2133,data/courses/.files/2025/course-40720.yml,data/courses/.files/2025/course-B2133.yml,0.80841201,0.19158799
11929-D,B5782,data/courses/.files/2025/course-11929-D.yml,data/courses/.files/2025/course-B5782.yml,0.80804237,0.19195763
95631-A,B2133,data/courses/.files/2025/course-95631-A.yml,data/courses/.files/2025/course-B2133.yml,0.80799411,0.19200589
90147,98931,data/courses/.files/2025/course-90147.yml,data/courses/.files/2025/course-98931.yml,0.80796625,0.19203375
11929-B,37635,data/courses/.files/2025/course-11929-B.yml,data/courses/.files/2025/course-37635.yml,0.80788489,0.19211511
72938,98931,data/courses/.files/2025/course-72938.yml,data/courses/.files/2025/course-98931.yml,0.80788103,0.19211897
11929-A,95602,data/courses/.files/2025/course-11929-A.yml,data/courses/.files/2025/course-95602.yml,0.80751357,0.19248643
09730-A,57828,data/courses/.files/2025/course-09730-A.yml,data/courses/.files/2025/course-57828.yml,0.80725559,0.19274441
00819-B,00819-D,data/courses/.files/2025/course-00819-B.yml,data/courses/.files/2025/course-00819-D.yml,0.80721029,0.19278971
72942,88325,data/courses/.files/2025/course-72942.yml,data/courses/.files/2025/course-88325.yml,0.80612340,0.19387660
41731-B,95605,data/courses/.files/2025/course-41731-B.yml,data/courses/.files/2025/course-95605.yml,0.80611753,0.19388247
09730-A,37262,data/courses/.files/2025/course-09730-A.yml,data/courses/.files/2025/course-37262.yml,0.80608893,0.19391107
00819-E,37262,data/courses/.files/2025/course-00819-E.yml,data/courses/.files/2025/course-37262.yml,0.80582745,0.19417255
37262,89988,data/courses/.files/2025/course-37262.yml,data/courses/.files/2025/course-89988.yml,0.80576648,0.19423352
91250-B,93478,data/courses/.files/2025/course-91250-B.yml,data/courses/.files/2025/course-93478.yml,0.80569187,0.19430813
91250-C,93478,data/courses/.files/2025/course-91250-C.yml,data/courses/.files/2025/course-93478.yml,0.80569187,0.19430813
29035,73731,data/courses/.files/2025/course-29035.yml,data/courses/.files/2025/course-73731.yml,0.80548243,0.19451757
95602,B5782,data/courses/.files/2025/course-95602.yml,data/courses/.files/2025/course-B5782.yml,0.80506737,0.19493263
09032,90106-A,data/courses/.files/2025/course-09032.yml,data/courses/.files/2025/course-90106-A.yml,0.80504841,0.19495159
29227-A,29227-C,data/courses/.files/2025/course-29227-A.yml,data/courses/.files/2025/course-29227-C.yml,0.80503753,0.19496247
29227-B,29227-C,data/courses/.files/2025/course-29227-B.yml,data/courses/.files/2025/course-29227-C.yml,0.80503753,0.19496247
15305,29227-C,data/courses/.files/2025/course-15305.yml,data/courses/.files/2025/course-29227-C.yml,0.80498417,0.19501583
90147,91250-B,data/courses/.files/2025/course-90147.yml,data/courses/.files/2025/course-91250-B.yml,0.80495834,0.19504166
90147,91250-C,data/courses/.files/2025/course-90147.yml,data/courses/.files/2025/course-91250-C.yml,0.80495834,0.19504166
28024-A,29227-C,data/courses/.files/2025/course-28024-A.yml,data/courses/.files/2025/course-29227-C.yml,0.80494542,0.19505458
28024-B,29227-C,data/courses/.files/2025/course-28024-B.yml,data/courses/.files/2025/course-29227-C.yml,0.80494542,0.19505458
85189,B5782,data/courses/.files/2025/course-85189.yml,data/courses/.files/2025/course-B5782.yml,0.80491127,0.19508873
28652,28722,data/courses/.files/2025/course-28652.yml,data/courses/.files/2025/course-28722.yml,0.80469727,0.19530273
00269,28651,data/courses/.files/2025/course-00269.yml,data/courses/.files/2025/course-28651.yml,0.80461920,0.19538080
75835,95605,data/courses/.files/2025/course-75835.yml,data/courses/.files/2025/course-95605.yml,0.80441546,0.19558454
91266,B1873,data/courses/.files/2025/course-91266.yml,data/courses/.files/2025/course-B1873.yml,0.80437090,0.19562910
35367,85733,data/courses/.files/2025/course-35367.yml,data/courses/.files/2025/course-85733.yml,0.80426739,0.19573261
17634,73302,data/courses/.files/2025/course-17634.yml,data/courses/.files/2025/course-73302.yml,0.80426325,0.19573675
00819-E,B1703,data/courses/.files/2025/course-00819-E.yml,data/courses/.files/2025/course-B1703.yml,0.80406039,0.19593961
15305,29227-A,data/courses/.files/2025/course-15305.yml,data/courses/.files/2025/course-29227-A.yml,0.80354726,0.19645274
15305,29227-B,data/courses/.files/2025/course-15305.yml,data/courses/.files/2025/course-29227-B.yml,0.80354726,0.19645274
