course_id,00269,00819-A,00819-B,00819-C,00819-D,00819-E,03716-A,03716-B,04138,07276-A,07276-B,07276-C,07276-D,07276-E,07276-F,08574-A,08574-B,08574-C,09032,09679,09730-A,09730-B,10906-A,10906-B,10907,11340,11925,11929-A,11929-B,11929-C,11929-D,11933,14015,15305,15920,16692,16870,17628,17634,20741,27311-A,27311-B,28004-A,28004-B,28011-A,28011-B,28011-C,28012-A,28012-B,28016-A,28016-B,28016-C,28020-A,28020-B,28021,28024-A,28024-B,28027,28040,28106,28623,28651,28652,28659-A,28659-B,28722,28724,28796,29035,29227-A,29227-B,29227-C,29227-D,29227-E,30376,34876,34991,35148,35253,35364,35367,35424,37063,37085,37262,37635,37760,37925,39176-A,39176-B,40720,41169,41588,41731-A,41731-B,42500,47240,48693-A,48693-B,57828,58348,58423,58437,60348,65094,66857,66858,66860,66870,69259,69430,69437,69661,69731-A,69731-B,69773,69867,70155,70210,70219,70226,71148,72671,72778,72787,72796,72938,72939,72940,72942,72945,73025,73092,73110,73149,73273,73302,73435,73731,75198,75835,75969-A,75969-B,76011,77780,77933,78096,78501,78510,78778,78779,78810,79194,81609,81610,81612,81649,81654,81672,81676,81678-A,81678-B,81683,81917,81932,81934,81940,81942,82202-A,82202-B,84258,84339,84401,84442,84530,84531,85189,85285,85301,85445,85446,85573,85728,85730,85733,85734,87198,87469,87474,87898,87901,88016,88145,88146,88154,88155,88202,88228,88230,88324,88325,88566,89988,90074,90106-A,90106-B,90107,90147,90157,90392,90477,90720,90730,90748,90749,90864,91161,91248,91250-A,91250-B,91250-C,91250-D,91254,91258-A,91258-B,91258-C,91259,91261,91264,91265,91266,91267,91269,91411,91602,91685,91721,91762,92858,93034-A,93034-B,93034-C,93315,93319,93321,93322,93333,93363,93379,93390,93391,93392,93395,93398,93466,93467,93468,93469,93470-A,93470-B,93478,93653,93669,93929,94247,94272,94442,95602,95604,95605,95611,95627,95630,95631-A,95631-B,95632,95638,95639,95644,95645,95646,95648,95782,95965,96007,96142,96143,96346-A,96346-B,96346-C,96642,96725-A,96725-B,96793,96859,96994,96995,97431,97466,97467,98618,98671,98735,98931,99191,99192,99195,B0009,B0010,B0011,B0061,B0063,B0064,B0069,B0070,B0073,B0074,B0159,B0385,B0832,B0833,B1459,B1703,B1873,B1874,B2125,B2133,B2250,B2361,B2696,B3567,B4826,B4913,B4925,B4940,B4948,B5026,B5059,B5079,B5292,B5293,B5474,B5665,B5674,B5722,B5727,B5780,B5782,B5793,B5796,B5812,B6082,B8018,B8019,B8105,B8159,B8309,B8310,B8311,B8378,B8379,B8390,B8396,B8536-A,B8536-B,B8536-C,B8554-A,B8554-B,B8561,B8562,B8563,B8603,B8836,B8905,B8929,B9254,C7674
00269,1.00000000,0.69379317,0.67848837,0.63742608,0.62523647,0.66604435,0.66367636,0.66367636,0.65041472,0.67855187,0.67946205,0.66673846,0.61085827,0.63423508,0.64466225,0.60773024,0.65397981,0.65607918,0.66544512,0.65015868,0.68845598,0.70926529,0.59818859,0.56571541,0.76901847,0.59476353,0.66943773,0.64120007,0.63131048,0.64817301,0.62197572,0.64751825,0.61527367,0.68390294,0.59498561,0.66621452,0.60642696,0.65183035,0.62270946,0.61953453,0.63579225,0.59323625,0.65012803,0.61089768,0.68919810,0.67580127,0.66055924,0.62867808,0.68173870,0.77913003,0.78153631,0.73777285,0.66293113,0.66293113,0.59923260,0.70712084,0.70712084,0.55696264,0.68862907,0.63850721,0.65343095,0.80461920,0.63708817,0.58292940,0.58292940,0.77125112,0.74807614,0.58635753,0.70579449,0.60961373,0.60961373,0.66332170,0.67805683,0.70236560,0.65610185,0.71584292,0.76880745,0.77055662,0.64719379,0.69431091,0.75010890,0.70765332,0.79378797,0.61179230,0.64444706,0.64984021,0.64645292,0.55009182,0.63867370,0.63867370,0.70525494,0.66447824,0.63750655,0.57772487,0.62592715,0.61734257,0.57099514,0.55134218,0.58891238,0.71364287,0.56468625,0.57998256,0.66117382,0.67614436,0.61482637,0.69026022,0.60606505,0.56934734,0.62648257,0.59295082,0.64379239,0.68902798,0.60960072,0.66310695,0.62633271,0.80342232,0.56084078,0.65331253,0.66888240,0.58682689,0.64291108,0.69919490,0.62032715,0.66563024,0.63166760,0.64460212,0.59855464,0.54890760,0.63567427,0.69954703,0.59183425,0.68324310,0.73510197,0.67980878,0.68170799,0.60124713,0.61629593,0.57954074,0.66386051,0.57964000,0.63327971,0.61884324,0.61955531,0.60050425,0.65936707,0.60225126,0.57929311,0.61616789,0.66516164,0.68607675,0.68983059,0.64213046,0.62415889,0.68837994,0.64213724,0.66143055,0.74898968,0.70016367,0.56053804,0.58274725,0.72362678,0.71978035,0.67473416,0.67307421,0.65457718,0.64495935,0.67349542,0.62936078,0.67185208,0.65635917,0.65309072,0.58752943,0.65395477,0.72722187,0.56389005,0.66678879,0.67351066,0.62549112,0.60876440,0.58992305,0.58882897,0.63984505,0.60347158,0.66516808,0.71104879,0.70219909,0.67367810,0.60032296,0.63595495,0.63134841,0.65070498,0.59790849,0.61888694,0.63265248,0.72232762,0.62020248,0.64213724,0.72222267,0.66536247,0.65289917,0.65492894,0.61965379,0.68668064,0.65955718,0.61568628,0.57495047,0.57934407,0.65967795,0.60529788,0.59429462,0.67112946,0.63213169,0.65640059,0.60498329,0.65482798,0.58958638,0.66935839,0.66551057,0.67871616,0.68223009,0.68223009,0.64763689,0.70022921,0.62719864,0.67140177,0.65018629,0.67382817,0.63698630,0.63390531,0.65140732,0.65590967,0.60820364,0.57941627,0.68787692,0.61903384,0.61662470,0.61473950,0.63090313,0.66070474,0.62762008,0.62762008,0.60524161,0.67414405,0.63325145,0.66438472,0.65671041,0.61554452,0.58131164,0.61972957,0.75026610,0.69134803,0.75196882,0.71745857,0.65865970,0.58255363,0.62338805,0.62540806,0.54935620,0.62448287,0.63863126,0.69623136,0.65000473,0.63934429,0.75104130,0.77669086,0.75644830,0.63896778,0.66075989,0.68956465,0.59625597,0.59225768,0.69751005,0.62252100,0.69009815,0.63948803,0.58435184,0.57579238,0.62765166,0.66732162,0.59496018,0.58632675,0.61417656,0.69630702,0.62491502,0.66952137,0.59788701,0.63239892,0.67855187,0.64475169,0.66580064,0.63104999,0.55845890,0.55845890,0.62479117,0.67694716,0.66387933,0.64716411,0.60913219,0.65064341,0.68950427,0.64872567,0.62257693,0.61317623,0.67037980,0.67801213,0.74781429,0.58092678,0.63638410,0.56892950,0.65584961,0.55945090,0.64995272,0.59253293,0.64783952,0.64578623,0.62504202,0.56643081,0.73341918,0.62719864,0.64251321,0.62425714,0.55317168,0.66678999,0.65468485,0.60315587,0.63165738,0.64952565,0.74437020,0.61128034,0.61402306,0.67702212,0.65579943,0.66076699,0.56767041,0.56565848,0.57111303,0.59976628,0.63940594,0.54724628,0.63503966,0.62152669,0.60141795,0.64083928,0.59727340,0.77810337,0.65978436,0.63805560,0.68312695,0.62460001,0.60913219,0.58648322,0.64347407,0.60552387,0.61149616,0.64785386,0.67790449,0.60506920,0.68586327,0.58881963,0.73491303,0.77481741,0.71299809,0.62472742,0.60268145,0.60268145,0.60268145,0.62061438,0.62061438,0.63468998,0.67844960,0.70851777,0.60037094,0.57611434,0.65610149,0.62364422,0.64017385,0.51474744
00819-A,0.69379317,1.00000000,0.89875324,0.84397732,0.80936143,0.85097065,0.69089147,0.69089147,0.77643776,0.71768708,0.80161085,0.70070242,0.69654710,0.64779249,0.73312034,0.67902306,0.69420032,0.75775781,0.72488695,0.66977469,0.78093094,0.77322442,0.62994531,0.61250399,0.70701393,0.63760362,0.74498332,0.76572662,0.71150149,0.74581303,0.71596591,0.74742407,0.67686633,0.77235668,0.67513150,0.79322954,0.74415346,0.71783161,0.70343080,0.69125796,0.73744736,0.71072698,0.73810517,0.69283226,0.69998849,0.69418641,0.60265420,0.61127161,0.68109707,0.68138139,0.66456721,0.52858552,0.69215396,0.69215396,0.68213527,0.73349599,0.73349599,0.60674924,0.76561472,0.69205936,0.78541571,0.68663707,0.66284931,0.63879241,0.63879241,0.70798452,0.63994351,0.65987240,0.70053200,0.71853021,0.71853021,0.73202279,0.74098991,0.72568396,0.72114809,0.66437801,0.75487918,0.67815180,0.65574881,0.68398502,0.60794269,0.70216265,0.67717145,0.64231622,0.80299792,0.74751387,0.68392972,0.58018027,0.69996806,0.69996806,0.76965032,0.75002400,0.72064018,0.64283853,0.69459335,0.69314614,0.62199464,0.62119557,0.61535173,0.75211034,0.67467425,0.59829783,0.74842546,0.75229806,0.73023622,0.72029740,0.67595285,0.60386106,0.64864182,0.66683118,0.67553424,0.61230265,0.64152260,0.68260362,0.66859196,0.65155265,0.65025913,0.73720891,0.67862918,0.70891533,0.71509415,0.59251444,0.70634695,0.75058926,0.69840738,0.73996866,0.68787797,0.64645757,0.74214175,0.74228322,0.63283087,0.71745978,0.63773530,0.55348531,0.74283673,0.68953648,0.68616134,0.66360258,0.66909167,0.63281431,0.70171266,0.71617333,0.71473836,0.65295187,0.68381576,0.67478113,0.63232496,0.66238276,0.71698151,0.72185378,0.70916656,0.74903060,0.67774232,0.76406442,0.65606068,0.75821348,0.60581262,0.58058848,0.69330878,0.59666057,0.73155540,0.71563405,0.66496496,0.69229677,0.71748644,0.68752344,0.73765949,0.71541675,0.69535556,0.70692660,0.60394041,0.61044256,0.71276731,0.64440222,0.63137661,0.68640661,0.74115147,0.78814649,0.67960082,0.68495272,0.66888967,0.71416320,0.64067235,0.65249455,0.59633867,0.67931571,0.73419523,0.74019714,0.69845830,0.69768140,0.69074397,0.61410144,0.74441501,0.66297905,0.57082632,0.66306326,0.65606068,0.68798904,0.66069083,0.73618115,0.70547393,0.70625905,0.77118838,0.67666483,0.67359599,0.66060470,0.64043550,0.74123953,0.68145664,0.64179146,0.73845610,0.70848989,0.69472791,0.67817349,0.75496999,0.62132444,0.73583077,0.76446847,0.74208113,0.74481339,0.74481339,0.68146742,0.73918613,0.71899468,0.74833260,0.74234182,0.75696389,0.69684124,0.70970808,0.70093635,0.73217903,0.66841300,0.63471428,0.73199793,0.63937182,0.70652369,0.65504686,0.73883906,0.71152854,0.72462517,0.72462517,0.72855337,0.67713434,0.68702161,0.61562457,0.66412061,0.77580720,0.72420452,0.64760582,0.62922679,0.64317716,0.60181742,0.68112888,0.69233943,0.62085803,0.69700232,0.66852219,0.61414642,0.68877630,0.65025812,0.73826313,0.70333023,0.70448657,0.69460157,0.63472753,0.66443059,0.73157111,0.77337795,0.73063819,0.66063929,0.62097031,0.74391819,0.71649447,0.76302939,0.71370880,0.63432689,0.63873511,0.65440113,0.70320386,0.67981407,0.68253226,0.71378222,0.71592243,0.71951906,0.72007900,0.64946454,0.67325741,0.71768708,0.65950111,0.77721854,0.71476966,0.63061307,0.63061307,0.69152769,0.67876340,0.67776834,0.68773264,0.61093645,0.67857173,0.72729260,0.67022128,0.62062461,0.69223123,0.77296374,0.69539087,0.66780673,0.65741036,0.69047098,0.64422373,0.72897556,0.60195494,0.76529801,0.72024119,0.68828236,0.69843540,0.67620693,0.62166319,0.62619502,0.71899468,0.68899389,0.66939712,0.63173848,0.83793984,0.74589093,0.68689301,0.70600355,0.73466536,0.65267005,0.67266530,0.72732095,0.72790371,0.75681267,0.68871672,0.62488564,0.64092185,0.62745111,0.73537646,0.68310861,0.64687376,0.71661657,0.72662087,0.68111971,0.76410284,0.59125404,0.72888299,0.77698378,0.71987193,0.78091430,0.64465086,0.61093645,0.64385127,0.70455382,0.62673592,0.69590077,0.78044555,0.74331402,0.61352648,0.66876718,0.64264303,0.66397433,0.67872610,0.62426005,0.69969297,0.65968559,0.65968559,0.65968559,0.70985768,0.70985768,0.66285692,0.71058909,0.73233079,0.67383097,0.65129362,0.76727362,0.72342179,0.70956464,0.55416949
00819-B,0.67848837,0.89875324,1.00000000,0.89661496,0.80721029,0.83457815,0.68903352,0.68903352,0.75046287,0.73203890,0.76222640,0.71228293,0.70453599,0.65708509,0.69075704,0.66886809,0.68452539,0.72437629,0.69312918,0.65698769,0.78771431,0.76233437,0.64210638,0.60701400,0.69349336,0.63294180,0.74363024,0.74684005,0.68695303,0.73153680,0.69835373,0.72677023,0.67323525,0.77914005,0.67412957,0.78858590,0.71900620,0.68877213,0.68859818,0.68697931,0.70307398,0.69033735,0.71366095,0.68570781,0.67507429,0.66939693,0.60480569,0.62515062,0.66081898,0.64972724,0.64390219,0.53059332,0.66757178,0.66757178,0.65269160,0.71164889,0.71164889,0.58927269,0.72897003,0.69248326,0.76998921,0.67283751,0.65484545,0.59737963,0.59737963,0.69157367,0.59194664,0.65514521,0.66314089,0.71445177,0.71445177,0.72373642,0.74874327,0.73391930,0.68661694,0.65331719,0.70922166,0.67069067,0.62899387,0.65023356,0.59695124,0.67331511,0.64705659,0.59582498,0.79816786,0.73323764,0.65319085,0.59289172,0.68573560,0.68573560,0.74486983,0.74780539,0.72095298,0.65881357,0.67175312,0.68458778,0.63291255,0.60004094,0.61644110,0.75822438,0.64228956,0.59336365,0.72167850,0.74947859,0.71472850,0.70366207,0.67141087,0.58813044,0.62541182,0.64077218,0.66565970,0.59801000,0.63741972,0.67402791,0.64678206,0.63610705,0.65658924,0.72819605,0.67350018,0.72553189,0.71175465,0.58845987,0.69592763,0.73058359,0.68825186,0.70148964,0.66939881,0.61845011,0.72897695,0.71538480,0.61209697,0.69438452,0.58973843,0.54247647,0.71056060,0.67947116,0.67285373,0.64464655,0.64628558,0.61944723,0.68190430,0.69272407,0.69158827,0.62351572,0.65862518,0.68066272,0.64201869,0.65393018,0.70747680,0.69960536,0.69272726,0.68391385,0.68911071,0.74643840,0.66543652,0.75088656,0.58094652,0.55933651,0.68289660,0.59163069,0.69875630,0.68206957,0.65785299,0.67339748,0.69297375,0.67252105,0.75156340,0.71298002,0.69678484,0.69269414,0.59935373,0.60847866,0.70172380,0.61409698,0.61765465,0.66301114,0.71732846,0.76797491,0.67513726,0.66097278,0.65512044,0.68234928,0.61155587,0.65170690,0.59198273,0.65818918,0.70208107,0.71312213,0.69545168,0.66139444,0.65750062,0.61817504,0.74216751,0.67430676,0.55463696,0.59598308,0.66543652,0.65449309,0.63211743,0.69924119,0.67959376,0.67909496,0.73844983,0.63979956,0.67127097,0.62898767,0.64119746,0.72856628,0.63116062,0.65534514,0.71463309,0.67664997,0.68952143,0.67128440,0.73247740,0.64430115,0.71592189,0.72397704,0.72988905,0.72970299,0.72970299,0.68805764,0.73552956,0.68813418,0.75510234,0.73998383,0.72324318,0.67325469,0.67473149,0.70154868,0.70920093,0.66711068,0.64440801,0.72261049,0.63755337,0.68072731,0.64151311,0.70751197,0.69644126,0.70554178,0.70554178,0.70531979,0.68470182,0.66362071,0.59656055,0.66170086,0.78432906,0.69275142,0.62649695,0.60997429,0.62485699,0.57831039,0.65278520,0.67707230,0.62437681,0.66190528,0.67610717,0.62658701,0.68302977,0.65481037,0.73752529,0.68723479,0.70891088,0.67673570,0.61305800,0.63450409,0.72847735,0.75331831,0.72136387,0.63822373,0.63048333,0.73357720,0.71245858,0.72998246,0.69514113,0.63446858,0.64030212,0.65338327,0.70391342,0.67545854,0.67735486,0.72125126,0.71126883,0.72441917,0.70479210,0.61410002,0.65597573,0.73203890,0.62688547,0.74347321,0.69223103,0.59215173,0.59215173,0.70048068,0.64427728,0.64090307,0.68312651,0.60735186,0.65965531,0.70424386,0.64917507,0.62813688,0.66946452,0.73247230,0.64231648,0.63312302,0.64956954,0.67310528,0.63203395,0.69600478,0.57095771,0.74970015,0.71626135,0.67014724,0.68227754,0.67014282,0.63916412,0.59833059,0.68813418,0.64958784,0.64288761,0.64923941,0.77875656,0.71545180,0.65196809,0.68743587,0.70982270,0.62179708,0.64384083,0.70128188,0.68350483,0.76124172,0.69055735,0.61962114,0.63878801,0.61117472,0.71615426,0.65991210,0.62270271,0.69511561,0.68550704,0.66006777,0.70303753,0.57569886,0.70816305,0.74498395,0.68056384,0.76189554,0.64298068,0.60735186,0.63610927,0.66385320,0.61443242,0.67905808,0.72613544,0.73891923,0.62750587,0.65340319,0.65619671,0.64387983,0.64882597,0.60038622,0.66362593,0.62598318,0.62598318,0.62598318,0.69596636,0.69596636,0.65298238,0.68148281,0.69094569,0.63864250,0.62944313,0.73872552,0.68230795,0.67626359,0.55412007
00819-C,0.63742608,0.84397732,0.89661496,1.00000000,0.79148075,0.80021488,0.70150436,0.70150436,0.72984432,0.69314024,0.76564961,0.70003852,0.71689188,0.65782665,0.70400920,0.68532419,0.65902300,0.74154739,0.70344065,0.66146730,0.77037136,0.72935338,0.63881404,0.63017725,0.68005797,0.62919239,0.72915858,0.75253422,0.67628794,0.71280136,0.67035286,0.72030812,0.66608601,0.76179710,0.65268798,0.77695350,0.74179926,0.71198665,0.66213211,0.67596538,0.70679401,0.69444923,0.76483749,0.72954711,0.67460095,0.66839652,0.58412060,0.61816319,0.66451403,0.64861386,0.64164738,0.50364677,0.67997341,0.67997341,0.71678163,0.71076165,0.71076165,0.62349801,0.73954794,0.65813931,0.77106394,0.64001854,0.66961552,0.64472255,0.64472255,0.68931537,0.58905907,0.64624629,0.64138419,0.71408588,0.71408588,0.69205329,0.70362544,0.68502602,0.66654467,0.63369751,0.71129260,0.66186439,0.65974247,0.64498208,0.59521426,0.67529098,0.62891864,0.62550263,0.82010009,0.71450220,0.65856028,0.60615861,0.66843741,0.66843741,0.73629671,0.73233540,0.70574469,0.65436172,0.66241048,0.69534334,0.64141799,0.63551566,0.62399425,0.74575845,0.63236053,0.60291507,0.70746946,0.74285224,0.73499714,0.67725406,0.70076186,0.60797680,0.62357685,0.66453258,0.66652023,0.57350199,0.63577050,0.64845802,0.66881057,0.60793884,0.64808383,0.71528684,0.70283523,0.73665519,0.70827492,0.59554971,0.69851551,0.71802899,0.68414606,0.71019055,0.68920255,0.67356040,0.74343233,0.70579948,0.61662177,0.69042506,0.58685087,0.56460283,0.69793433,0.69467175,0.66495428,0.67182353,0.63156953,0.58521107,0.67090323,0.70409523,0.70293417,0.64655313,0.66569846,0.67042058,0.64135634,0.66196707,0.67102216,0.65421224,0.69317734,0.71319659,0.65801375,0.72331318,0.67240847,0.76104434,0.54661551,0.56789313,0.71942961,0.58636379,0.69441311,0.67978278,0.65335047,0.68196764,0.70802561,0.68706357,0.71400425,0.69734237,0.67002909,0.67539595,0.60438323,0.61068655,0.71311266,0.60513987,0.65600768,0.65556051,0.70744091,0.77733526,0.66186549,0.69052857,0.67669968,0.71392937,0.63486160,0.66224827,0.58376926,0.62421426,0.69594275,0.73317925,0.68509590,0.69156480,0.68368466,0.60707418,0.73325065,0.68915435,0.53310134,0.64240981,0.67240847,0.66604953,0.62792953,0.70978715,0.66972087,0.70223492,0.71346749,0.65784470,0.69855704,0.67297347,0.63006252,0.74139259,0.65630886,0.64551089,0.70474554,0.70815399,0.68205271,0.66881990,0.73488715,0.64558003,0.69768691,0.68938384,0.72476383,0.72779258,0.72779258,0.70138604,0.71043166,0.70471816,0.71273520,0.72677679,0.70520801,0.68958958,0.70616830,0.65704428,0.70961458,0.66305133,0.64374566,0.69829570,0.64378786,0.70477644,0.64581951,0.69905493,0.67451187,0.74263370,0.74263370,0.72016018,0.68651986,0.66704815,0.59386770,0.67292523,0.76233656,0.72206946,0.61204474,0.59406450,0.62070534,0.55822054,0.63248150,0.66648807,0.61207960,0.66307261,0.68792467,0.64801823,0.69140358,0.62084142,0.70041406,0.67474741,0.70141929,0.66000572,0.58558679,0.63632990,0.68968160,0.75965697,0.67902516,0.64950650,0.62719099,0.73074754,0.69370272,0.71690441,0.67162618,0.63967843,0.66179912,0.67310951,0.68060968,0.68525395,0.68761642,0.75839666,0.69514737,0.69131316,0.71257617,0.63341141,0.66175216,0.69314024,0.60746969,0.76469209,0.71942904,0.61700501,0.61700501,0.67017833,0.66135520,0.65894821,0.66201585,0.60257786,0.67617650,0.68706966,0.65622663,0.57381176,0.65653734,0.69787911,0.63737456,0.61279567,0.67490200,0.72517646,0.68935714,0.71406770,0.60326894,0.76005765,0.72272528,0.65722408,0.68865898,0.67352643,0.66475211,0.58323704,0.70471816,0.69319463,0.64973651,0.67482740,0.77008447,0.71712428,0.69068042,0.66392092,0.69094361,0.61584869,0.65393283,0.73449917,0.65837278,0.74176990,0.63653414,0.64346528,0.65780451,0.63718279,0.69724665,0.65271747,0.64712163,0.67224867,0.72718447,0.67015598,0.73236202,0.59582798,0.68393251,0.70419839,0.69877841,0.73730689,0.60594963,0.60257786,0.63375332,0.67597583,0.63022180,0.70058409,0.72827690,0.73132787,0.64510754,0.64448615,0.64636246,0.62803952,0.61363148,0.57062630,0.68745761,0.64089844,0.64089844,0.64089844,0.72321384,0.72321384,0.65384291,0.66479072,0.67590831,0.65700556,0.64665744,0.75307464,0.72398538,0.72261322,0.57326854
00819-D,0.62523647,0.80936143,0.80721029,0.79148075,1.00000000,0.84043695,0.64899879,0.64899879,0.76750652,0.65222432,0.73975675,0.67505433,0.67232331,0.61520841,0.69450325,0.66618742,0.64174019,0.73158824,0.68819574,0.61596427,0.75718457,0.71928703,0.61374180,0.58308852,0.67012747,0.59006657,0.72820674,0.73616697,0.63426291,0.70037387,0.64772416,0.71250679,0.64138286,0.74861031,0.62856156,0.73090490,0.80250323,0.69056882,0.64431165,0.65663218,0.68811846,0.67720879,0.70356373,0.68463536,0.64913411,0.65948147,0.55517924,0.59702906,0.63858609,0.63899871,0.63339923,0.48506834,0.64670539,0.64670539,0.67282018,0.66758908,0.66758908,0.57245401,0.72297874,0.64908683,0.72585590,0.63093386,0.62992394,0.61602279,0.61602279,0.67087426,0.58457079,0.63000301,0.64543444,0.66846841,0.66846841,0.68084866,0.67945334,0.67541293,0.65588481,0.60355591,0.69012756,0.65083576,0.59908564,0.59638087,0.57454183,0.66126617,0.59930576,0.57192602,0.79828817,0.70207471,0.64191521,0.60211760,0.63112102,0.63112102,0.71033136,0.71292374,0.69940960,0.63857013,0.67129686,0.64126515,0.61697868,0.57701385,0.58348853,0.71778908,0.67897653,0.57015200,0.70198019,0.70926174,0.69049476,0.67176711,0.67198691,0.59643668,0.59486481,0.63237607,0.62917293,0.54831008,0.59550131,0.61468954,0.63654059,0.59718497,0.67142908,0.71120049,0.64700160,0.77078467,0.70333626,0.59684782,0.66752161,0.71447561,0.67374556,0.69686536,0.65598107,0.60275310,0.72981961,0.67976518,0.59308846,0.67230253,0.58236258,0.54609603,0.71289862,0.67233863,0.63496644,0.65834099,0.61093000,0.57202385,0.68209297,0.68683665,0.68604251,0.60304938,0.66252143,0.60292310,0.56731945,0.63773224,0.68557735,0.64692364,0.66364222,0.68628710,0.62415810,0.70862558,0.61781585,0.74412293,0.53500412,0.53433098,0.67312679,0.54930704,0.68883608,0.67055682,0.63387634,0.63451648,0.66869436,0.68381530,0.70488206,0.67518154,0.66421445,0.63807956,0.56184657,0.55656581,0.66318119,0.57432311,0.60799207,0.61897847,0.69739006,0.77340803,0.63778808,0.68270964,0.63815211,0.68413146,0.60059208,0.62045665,0.57202837,0.61819220,0.65495785,0.66666133,0.65567071,0.63562851,0.62870270,0.61563273,0.69355321,0.63333741,0.52129286,0.61369793,0.61781585,0.65226719,0.61839686,0.68518805,0.64581648,0.70251249,0.71331825,0.61909238,0.67096332,0.65365186,0.61747907,0.72097685,0.65608977,0.59619448,0.69469469,0.67862498,0.63225170,0.64329528,0.72017305,0.63271869,0.67329189,0.69792179,0.69459889,0.69709905,0.69709905,0.65959327,0.69035063,0.67412951,0.71445935,0.70216351,0.68323677,0.65847910,0.67911719,0.64185105,0.67249060,0.64327415,0.56970878,0.69870520,0.61818925,0.67000587,0.65177950,0.68112268,0.67186503,0.68378324,0.68378324,0.68795159,0.64815490,0.64297689,0.55564172,0.62419120,0.74660560,0.71108156,0.59168818,0.55706199,0.58241400,0.51551861,0.61407821,0.63288714,0.59160985,0.65728906,0.64002558,0.56307781,0.66369062,0.60292778,0.67859892,0.63355625,0.66932252,0.64456695,0.58773860,0.62262746,0.70428107,0.73689230,0.68323962,0.66549384,0.60371426,0.70345229,0.65981418,0.68533318,0.65509279,0.59212685,0.58993892,0.60814211,0.68663272,0.68643130,0.67427171,0.77945531,0.65589514,0.67453685,0.69615211,0.58451730,0.61390938,0.65222432,0.62142807,0.73335220,0.67152065,0.57920825,0.57920825,0.64347187,0.63589951,0.62019589,0.64278609,0.54663294,0.63135197,0.66131895,0.61798832,0.55523393,0.65116169,0.70641706,0.62444425,0.60053671,0.61023855,0.66789936,0.63703567,0.69093565,0.58503119,0.76014187,0.69851082,0.64088890,0.65717105,0.67102436,0.60226895,0.57374403,0.67412951,0.63100169,0.60212364,0.61234424,0.77323511,0.70003418,0.66598947,0.64738754,0.66261470,0.59088034,0.63319539,0.67805915,0.66152950,0.70940732,0.60994526,0.61431536,0.60731972,0.58464039,0.68912281,0.63768450,0.61907077,0.66047536,0.69516137,0.63985774,0.70806072,0.56265659,0.66754668,0.72409721,0.70106238,0.71938564,0.58124600,0.54663294,0.59139266,0.66009050,0.56308970,0.66548066,0.70878582,0.71350699,0.57704746,0.61251439,0.59704604,0.60878366,0.61359932,0.57274378,0.68244284,0.58730358,0.58730358,0.58730358,0.70840639,0.70840639,0.61649561,0.64007572,0.65292419,0.62826531,0.61409818,0.74109135,0.69196228,0.65811381,0.58481910
